,unnamed: 0,date,open,high,low,close,volume,past_ret_1h,past_ret_2h,past_ret_4h,past_ret_8h,past_ret_16h,forward regime,probability,0.6 percent prediction,1 percent prediction,1.5 percent prediction,label
437,437,2025-05-16 14:00:00,3179.84,3185.74,3170.05,3179.95,154,-0.0009465557634553,-0.0052705231214326,0.0091196402459157,0.0120190569034104,0.0189971540433027,upward,89.0,-1.0,1.0,1.0,1
438,438,2025-05-16 15:00:00,3183.09,3187.1,3166.34,3172.86,151,0.0022345770062339,0.0012859060910346,0.0006208909312102,0.0132530272372559,0.0245803470685752,upward,92.0,-1.0,1.0,1.0,1
439,439,2025-05-16 16:00:00,3173.27,3184.88,3172.64,3183.2,153,-0.0032483035938677,-0.0010209851721537,-0.0062861271676299,0.0076463935662227,0.0168980899723547,upward,88.0,-1.0,1.0,1.0,1
440,440,2025-05-16 17:00:00,3182.36,3189.14,3180.7,3188.85,155,-0.0017717986107844,-0.0050143468648571,-0.0037348887529986,0.0058328237452371,0.0169120529344435,upward,83.0,,,,1
441,441,2025-05-16 18:00:00,3188.17,3191.71,3183.62,3189.03,159,-5.64434953576054e-05,-0.0018281420996354,-0.0028472607658128,0.0062464134862323,0.0100626209223493,upward,86.0,-1.0,1.0,-1.0,1
442,442,2025-05-16 19:00:00,3189.44,3190.82,3184.4,3187.23,159,0.0005647537203152,0.0005082783482834,-0.0045086172005157,-0.0038905256288376,0.0083175672919744,upward,90.0,1.0,-1.0,-1.0,1
443,443,2025-05-16 20:00:00,3188.28,3195.52,3187.21,3190.91,154,-0.0011532760247076,-0.0005891736213179,-0.0024162386278522,-0.0086871770122002,0.0066031320218997,upward,91.0,1.0,-1.0,-1.0,1
444,444,2025-05-16 21:00:00,3192.31,3203.76,3190.61,3200.85,162,-0.0031054251214521,-0.0042551197338206,-0.0037490041707671,-0.0074698908102535,0.0058203289751159,upward,94.0,1.0,-1.0,-1.0,1
446,446,2025-05-19 01:00:00,3234.26,3248.89,3233.62,3247.18,162,-0.0038402552368516,-0.014267764645015,-0.0184621733319372,-0.0228875516602097,-0.0099378537685006,downward,89.0,1.0,-1.0,-1.0,-1
447,447,2025-05-19 02:00:00,3246.62,3246.62,3214.42,3217.74,154,0.009149278686283,0.0052738878840428,-0.0083381503788373,-0.0107342420456593,-0.0031699267187528,upward,89.0,1.0,-1.0,-1.0,1
449,449,2025-05-19 04:00:00,3227.51,3229.89,3209.23,3211.92,159,0.0050094647438292,0.0018120002988866,0.0070954444693516,-0.0071265784951056,-0.0009246805648958,upward,85.0,1.0,-1.0,-1.0,1
450,450,2025-05-19 05:00:00,3211.98,3217.69,3206.81,3215.59,156,-0.0011413146576523,0.0038624327106377,0.0098240136335787,-0.0088195323408768,-0.0126757453531078,upward,86.0,,,,1
452,452,2025-05-19 07:00:00,3222.21,3231.31,3219.81,3224.37,156,-0.0001767787195637,-0.0027230125574917,0.0011289027003724,-0.0072944482177913,-0.0147098502963368,upward,89.0,,,,1
453,453,2025-05-19 08:00:00,3225.26,3233.56,3225.03,3231.66,151,-0.0022558066133194,-0.0024321865542784,-0.0061083158500584,0.0009437874033779,-0.0160010644684156,upward,88.0,1.0,-1.0,1.0,1
457,457,2025-05-19 12:00:00,3242.92,3247.85,3239.24,3243.4,150,-0.0005210581488561,-0.0005827218351112,-0.0036196583831782,-0.0097058642165628,-0.0167632731084663,downward,88.0,1.0,-1.0,-1.0,-1
464,464,2025-05-19 19:00:00,3226.42,3234.86,3225.4,3233.07,158,-0.0020166590887299,-0.0005103508430068,0.0002412567621485,0.0026723825961083,-0.0015650759185541,downward,95.0,1.0,1.0,1.0,-1
465,465,2025-05-19 20:00:00,3233.12,3235.69,3230.5,3232.89,158,5.56777372568984e-05,-0.0019610936344879,-7.42369830089018e-05,0.0032509612142697,-0.0064864563904122,downward,94.0,1.0,1.0,1.0,-1
467,467,2025-05-19 22:00:00,3229.99,3230.18,3229.99,3230.18,2,-5.882025150305559e-05,0.0008389625345956,-0.0011237763839785,3.714963252843262e-05,-0.0019751221294168,downward,,,,,-1
468,468,2025-05-19 23:00:00,3227.81,3229.68,3224.2,3226.53,165,0.0011312462614634,0.0010723594697708,0.0020269453561565,0.0022686911325788,-0.0006694498424004,downward,92.0,1.0,1.0,1.0,-1
472,472,2025-05-20 03:00:00,3222.79,3222.79,3206.44,3206.44,156,0.0045439802397675,0.0049182270680256,0.0062655156497548,0.0083051608637616,0.0109997380272202,upward,96.0,,,,1
473,473,2025-05-20 04:00:00,3209.34,3213.61,3204.3,3211.24,156,-0.0014947496917078,0.0030424384349971,0.0034503805383592,0.006741943921974,0.0100148229344427,upward,,,,,1
475,475,2025-05-20 06:00:00,3218.11,3219.27,3209.7,3213.58,155,0.0010735690413807,-0.0007281598715451,0.002312063181872,0.0051655785759183,0.0052029201077925,upward,96.0,1.0,1.0,-1.0,1
476,476,2025-05-20 07:00:00,3212.52,3218.68,3208.64,3209.85,154,0.0011620480707821,0.0022368646509962,-0.0010623549387042,0.0051965045095565,0.0074769849058367,upward,93.0,1.0,1.0,-1.0,1
477,477,2025-05-20 08:00:00,3208.87,3224.72,3208.3,3223.62,150,-0.0042715952872857,-0.0031145110155663,-0.0038404030251705,-0.0004032733386688,0.0028011986524467,upward,,,,,1
478,478,2025-05-20 09:00:00,3223.11,3235.36,3219.44,3232.24,154,-0.0026668811721901,-0.0069270846224289,-0.004705714922159,-0.0031031111551121,-0.0002536940326212,upward,,,,,1
479,479,2025-05-20 10:00:00,3235.1,3238.62,3230.92,3236.13,155,-0.0012020530695615,-0.0038657285090525,-0.0069681996705942,-0.0046722474066245,-0.002960326068483,upward,,,,,1
480,480,2025-05-20 11:00:00,3236.42,3238.02,3231.6,3235.17,155,0.0002967386567012,-0.0009056711084735,-0.007826482070494,-0.0088805225073179,-0.0006491158115338,upward,94.0,1.0,-1.0,-1.0,1
481,481,2025-05-20 12:00:00,3235.48,3241.05,3235.48,3240.67,157,-0.0016971799041556,-0.0014009448663393,-0.0052612577028824,-0.0090814553780546,-0.0024007381189692,upward,95.0,1.0,-1.0,-1.0,1
482,482,2025-05-20 13:00:00,3240.89,3248.28,3234.64,3242.45,154,-0.0005489676016591,-0.0022452158090332,-0.0031488534904161,-0.0078397508057177,-0.0038427732116146,upward,95.0,1.0,-1.0,-1.0,1
483,483,2025-05-20 14:00:00,3237.87,3259.86,3233.11,3259.86,156,-0.0053407201536262,-0.0058867558729516,-0.0072794537188713,-0.0141969287024596,-0.0091046854772904,upward,88.0,,,,1
485,485,2025-05-20 16:00:00,3282.77,3283.0,3273.77,3277.26,155,0.0015134594142667,-0.0053093132677908,-0.0111648145096818,-0.016367331246224,-0.0167640040765761,upward,93.0,-1.0,1.0,1.0,1
486,486,2025-05-20 17:00:00,3277.27,3282.35,3275.59,3278.75,158,-0.0004544414792222,0.0010583301563094,-0.0110712924132673,-0.0141852840259245,-0.0172443766679374,upward,93.0,-1.0,1.0,1.0,1
491,491,2025-05-20 22:00:00,3289.65,3289.65,3289.44,3289.44,2,6.384065372833092e-05,0.001380174132983,-0.0012190524830975,-0.0089924120822997,-0.0230616761515638,upward,95.0,-1.0,1.0,1.0,1
493,493,2025-05-21 00:00:00,3294.27,3296.58,3288.1,3290.23,166,0.0019056418548246,-0.0002401047951055,0.0011397379514501,-0.0039419736614156,-0.0202447853189594,upward,87.0,-1.0,1.0,1.0,1
495,495,2025-05-21 02:00:00,3306.08,3313.73,3284.71,3297.51,152,0.0017346421997204,-0.0022077264360078,-0.0024473011454098,-0.003663370239969,-0.0186140451431534,upward,90.0,-1.0,1.0,1.0,1
496,496,2025-05-21 03:00:00,3294.17,3304.81,3290.09,3300.52,155,-0.0009119775065746,0.0008210827384775,-0.0012179898925017,-0.0037933416552543,-0.0197999103171621,upward,90.0,1.0,1.0,1.0,1
498,498,2025-05-21 05:00:00,3307.32,3307.51,3300.9,3301.71,159,0.0016536885432094,-0.0003604192978789,0.0004603675065344,-0.0036526527163197,-0.017948275287654,upward,89.0,1.0,1.0,1.0,1
500,500,2025-05-21 07:00:00,3315.92,3320.13,3310.7,3319.33,157,-0.0010062271603005,-0.0053083001690099,-0.0056668062530691,-0.0068778940328318,-0.0111799670415415,downward,85.0,1.0,1.0,1.0,-1
510,510,2025-05-21 17:00:00,3311.87,3314.27,3302.49,3302.49,156,0.0027706367013979,0.000569267431544,-0.0001544289308975,0.0017350544589083,0.0002240733507141,upward,89.0,,,,1
512,512,2025-05-21 19:00:00,3315.34,3316.15,3311.96,3314.12,156,0.0006155480187801,-0.0035092271854972,-0.0029419574426997,-0.0010138437956379,-0.0041036534585349,upward,84.0,1.0,1.0,-1.0,1
515,515,2025-05-21 22:00:00,3315.11,3315.11,3313.71,3313.71,2,0.0004224871820406,0.0012614260149499,0.000739352568571,-0.0029543925086986,0.000688050553609,upward,,,,,1
516,516,2025-05-21 23:00:00,3319.18,3320.51,3314.4,3318.26,164,-0.0013712005689729,-0.0009492927015966,-0.0012476418363842,-0.0041859287698975,0.0003224581557803,upward,82.0,1.0,1.0,-1.0,1
517,517,2025-05-22 00:00:00,3317.63,3323.79,3317.55,3320.01,170,-0.0005271068460637,-0.0018975846458294,-0.0006385522935172,-0.0025210767437447,-0.0032409540935118,upward,,,,,1
519,519,2025-05-22 02:00:00,3322.98,3342.49,3320.56,3337.39,154,-0.0042158692870775,-0.0052076622750112,-0.0070953649408669,-0.0063612583485898,-0.0072991169746418,downward,,,,,-1
520,520,2025-05-22 03:00:00,3337.86,3344.25,3336.2,3340.71,156,-0.0009938007190088,-0.0052054802721577,-0.0067201283559482,-0.0079593858790496,-0.0089651601006971,downward,95.0,1.0,-1.0,-1.0,-1
522,522,2025-05-22 05:00:00,3335.09,3338.93,3332.4,3338.58,159,-0.0008596469157545,0.0006379957946192,-0.004570805552061,-0.0070299348824949,-0.0109627446399367,downward,87.0,1.0,-1.0,-1.0,-1
523,523,2025-05-22 06:00:00,3337.3,3339.15,3326.5,3332.01,161,0.0019717827977705,0.0011104408450153,0.0016146410124817,-0.0054921803956171,-0.0084303468476986,downward,,,,,-1
524,524,2025-05-22 07:00:00,3331.3,3334.71,3325.73,3326.32,153,0.0017105991005075,0.0036857548281583,0.004326102118858,-0.0024230981986098,-0.0065988840520455,downward,,,,,-1
525,525,2025-05-22 08:00:00,3326.6,3330.13,3322.97,3327.55,155,-0.0003696413277035,0.0013403254646813,0.0024522546618381,-0.0022659313909633,-0.0047812955477755,downward,,,,,-1
526,526,2025-05-22 09:00:00,3327.62,3329.71,3310.22,3310.82,157,0.0050531288321322,0.0046816196591781,0.0083846297895988,0.0037754997251435,-0.0025159930168358,downward,,,,,-1
528,528,2025-05-22 11:00:00,3305.88,3307.08,3288.61,3289.97,154,0.0044042954798979,0.0063374438064784,0.01104873296717,0.0154226330331279,0.0073404924664965,upward,,,,,1
529,529,2025-05-22 12:00:00,3284.23,3314.39,3284.12,3314.39,156,-0.0073678716143845,-0.0029960264181342,0.0039705647192997,0.0064325562169811,0.0010560012551328,downward,,,,,-1
539,539,2025-05-22 22:00:00,3294.2,3294.2,3294.2,3294.2,1,0.0,-0.0011808633355594,0.0010533665229799,-0.0020186995325115,0.0114777487705666,upward,,,,,1
540,540,2025-05-22 23:00:00,3295.34,3298.61,3293.6,3297.26,162,-0.0009280432844241,-0.0009280432844241,-0.0011646033373164,7.582052977328502e-05,0.0088133783808375,upward,,,,,1
541,541,2025-05-23 00:00:00,3297.56,3301.37,3296.3,3299.54,173,-0.0006910054128757,-0.0016184074143669,-0.0027973596319487,-0.0013395806688205,0.0084890621116884,upward,,,,,1
542,542,2025-05-23 01:00:00,3299.31,3308.64,3289.12,3300.57,155,-0.0003120673095859,-0.0010028570822615,-0.0019299696719052,0.0002393525966726,0.0031055241973356,upward,,,,,1
544,544,2025-05-23 03:00:00,3304.1,3304.82,3291.05,3296.48,155,0.0025299713633937,0.0012407173712567,0.0002366160267923,-0.0009282628743386,-0.0019748337620735,upward,,,,,1
545,545,2025-05-23 04:00:00,3297.33,3303.15,3295.7,3301.88,159,-0.0016354319357457,0.0008904018316837,-0.0007086871721565,-0.0035040643512181,0.003788750651144,upward,,,,,1
546,546,2025-05-23 05:00:00,3301.93,3315.75,3301.88,3313.5,165,-0.0035068658518182,-0.0051365625471555,-0.0039022181982797,-0.0058246567074091,-0.0029726874905688,upward,,,,,1
547,547,2025-05-23 06:00:00,3313.66,3325.51,3312.61,3323.37,162,-0.00296987696224,-0.0064663278539554,-0.005581683652437,-0.0087772351558809,-0.0107782160878866,upward,,,,,1
549,549,2025-05-23 08:00:00,3329.36,3333.75,3326.95,3329.24,160,0.000414509017073,-0.0017631651668248,-0.0082180918167509,-0.0089209549326572,-0.0102485852627025,upward,,,,,1
550,550,2025-05-23 09:00:00,3330.36,3330.36,3322.72,3326.24,154,0.0009019192842367,0.0013168021549858,-0.0038301505603924,-0.0077174226754532,-0.0074799172639375,upward,,,,,1
551,551,2025-05-23 10:00:00,3326.15,3333.6,3325.58,3327.76,154,-0.0004567637089214,0.0004447436113179,-0.0013192057119504,-0.0068935259754309,-0.0090421184220016,upward,,,,,1
552,552,2025-05-23 11:00:00,3328.36,3331.57,3323.51,3328.42,157,-0.0001982922828248,-0.0006549654190277,0.0006609742760828,-0.0095961447173132,-0.0105154998467741,upward,,,,,1
555,555,2025-05-23 14:00:00,3358.33,3363.64,3335.11,3343.29,147,0.0036251716123938,0.0009122750344721,-0.0046451250115903,-0.0059582028480927,-0.0146831414564695,upward,,,,,1
560,560,2025-05-23 19:00:00,3362.94,3365.8,3361.02,3362.7,155,-3.86594105925564e-05,-0.0013025247568916,-0.0010616468908911,-0.0101941891932078,-0.0196925089957473,downward,88.0,1.0,1.0,1.0,-1
561,561,2025-05-23 20:00:00,3359.6,3365.41,3357.7,3360.54,158,0.0006427538431323,0.000604069584055,0.0001696155974932,-0.0042255113761477,-0.0174555279806221,downward,84.0,1.0,-1.0,1.0,-1
563,563,2025-05-25 22:00:00,3355.1,3357.26,3355.1,3357.26,2,-0.0004616860177645,0.000976987185979,0.001581646938277,-0.0041611313988193,-0.0100945413819604,downward,,,,,-1
570,570,2025-05-26 05:00:00,3347.65,3350.54,3346.1,3349.73,157,-0.0006537840363253,-0.0004269000785137,-0.0025434885796765,0.0017852185101485,0.0016956590531176,downward,91.0,,,,-1
571,571,2025-05-26 06:00:00,3349.47,3351.29,3344.18,3347.7,158,0.0006063864742957,-4.7794007826174045e-05,-0.0008602921408726,0.0028556919676197,-0.0013173223407114,downward,92.0,1.0,1.0,-1.0,-1
586,586,2025-05-26 23:00:00,3343.25,3348.48,3342.1,3347.32,168,-0.001613230883214,-0.001613230883214,-0.0016162183478126,-0.0039344908762831,0.0007199789682492,downward,88.0,1.0,-1.0,1.0,-1
587,587,2025-05-27 00:00:00,3347.01,3347.86,3344.39,3345.93,164,0.0004154300896912,-0.0011984709781733,-0.0014465335497155,-0.0023311904313597,0.0005290009055778,downward,,,,,-1
588,588,2025-05-27 01:00:00,3345.2,3349.61,3342.0,3344.62,166,0.0003916737925384,0.0008072665953082,-0.0008072665953082,-0.0024606681775508,-0.0021736400547744,downward,,,,,-1
589,589,2025-05-27 02:00:00,3345.25,3347.03,3332.0,3335.48,160,0.0027402352884742,0.0031329823593604,0.0019307565927542,0.0006445848873326,0.0003897490016429,downward,,,,,-1
590,590,2025-05-27 03:00:00,3334.37,3344.04,3334.37,3343.0,155,-0.0022494765180974,0.0004845946754412,0.0012922524678433,-0.0003260544421178,-0.0025785222853723,downward,,,,,-1
591,591,2025-05-27 04:00:00,3343.68,3347.11,3340.79,3340.79,156,0.0006615201793587,-0.0015894444128484,0.0015385582452054,8.979911937001539e-05,-0.0036997237180427,downward,,,,,-1
592,592,2025-05-27 05:00:00,3340.77,3341.07,3330.75,3330.75,153,0.0030143361104855,0.0036778503340089,0.004164227276139,0.0033535990392554,0.0001651279741801,downward,,,,,-1
593,593,2025-05-27 06:00:00,3330.56,3332.19,3317.23,3323.12,158,0.0022960350513974,0.0053172921832493,0.0037193962300487,0.0056573340715955,0.0029159344230722,downward,,,,,-1
594,594,2025-05-27 07:00:00,3324.46,3328.11,3305.31,3308.54,152,0.004406777611877,0.0067129307791351,0.0104154702678522,0.0117211821528528,0.0077405743923302,downward,,,,,-1
603,603,2025-05-27 16:00:00,3299.47,3302.65,3289.9,3293.38,159,0.001964547061074,0.0004311679794011,-0.0016214345140859,0.0010505924005126,0.0159562516320617,upward,94.0,,,,1
615,615,2025-05-28 04:00:00,3301.96,3303.64,3291.96,3297.18,155,0.0015346447570347,0.0012859473853414,0.0034756974141538,0.0021230263437239,-0.0027720658259482,upward,92.0,-1.0,-1.0,-1.0,1
616,616,2025-05-28 05:00:00,3297.59,3298.56,3294.42,3296.31,158,0.0002639314870263,0.001798981285134,0.0036161647417869,0.0012377476632963,-0.0009768498715229,upward,90.0,-1.0,-1.0,-1.0,1
620,620,2025-05-28 09:00:00,3319.09,3323.51,3315.48,3321.73,154,-0.0009272276795525,-0.0041755350374653,-0.0076526388357873,-0.0040641472967399,-0.0072823498598622,downward,,,,,-1
621,621,2025-05-28 10:00:00,3321.52,3325.06,3320.75,3323.88,155,-0.0006468344224219,-0.0015734623391939,-0.0048557709664609,-0.0067571633151618,-0.0067300865253859,downward,,,,,-1
624,624,2025-05-28 13:00:00,3311.73,3313.84,3305.84,3312.01,159,-0.0004106267795085,0.0001841781878677,0.0029347737476637,-0.0047403238516793,-0.0035084435131537,downward,89.0,-1.0,1.0,1.0,-1
625,625,2025-05-28 14:00:00,3311.14,3315.76,3299.4,3304.73,151,0.0022029031116006,0.0017913717610817,0.0057947245312022,0.000910815709604,-0.0014494376242537,downward,97.0,,,,-1
627,627,2025-05-28 16:00:00,3301.94,3302.37,3292.9,3295.87,155,0.0019509264625121,0.002688212823928,0.0044844001735506,0.0069116803757429,0.0038745460227496,downward,95.0,1.0,1.0,-1.0,-1
629,629,2025-05-28 18:00:00,3293.5,3298.79,3290.5,3296.46,158,-0.0009828725359932,-0.0001789798753815,0.0025087518125503,0.0083180138694236,0.0015046443760882,downward,89.0,-1.0,1.0,-1.0,-1
630,630,2025-05-28 19:00:00,3296.47,3302.63,3296.46,3302.07,160,-0.0016989343048451,-0.0026801370049697,6.965327809527189e-05,0.0031949655821952,5.148285772249572e-05,downward,96.0,1.0,1.0,-1.0,-1
631,631,2025-05-28 20:00:00,3301.57,3302.58,3294.12,3296.88,158,0.0015742156220426,-0.000127393171726,-0.0003063502462935,0.0041766761301593,9.099512266130816e-05,downward,,,,,-1
632,632,2025-05-28 21:00:00,3296.65,3297.0,3276.56,3287.97,153,0.0027098787397696,0.0042883602952583,0.0015967298971706,0.0073115022339012,0.0025365194937909,downward,,,,,-1
633,633,2025-05-28 22:00:00,3287.97,3287.97,3286.47,3286.47,2,0.0004564167632747,0.0031675323371278,0.0030397356434108,0.0055561133982662,0.0064719897032379,downward,93.0,1.0,1.0,1.0,-1
634,634,2025-05-28 23:00:00,3287.12,3293.82,3282.06,3286.54,163,-2.12989952960152e-05,0.0004351080467603,0.0047253342420905,0.0047953166552059,0.0064870654244282,downward,95.0,1.0,1.0,1.0,-1
635,635,2025-05-29 00:00:00,3286.18,3286.43,3252.18,3259.78,160,0.0082091429482971,0.0081876691065039,0.0113811361502922,0.011071299290136,0.0180595009479167,upward,89.0,1.0,1.0,1.0,1
637,637,2025-05-29 02:00:00,3264.9,3264.9,3245.25,3263.7,151,-0.0002022244691607,-0.0012010907865305,0.0069767441860464,0.0100376872874345,0.0184391947789319,upward,99.0,1.0,-1.0,1.0,1
640,640,2025-05-29 05:00:00,3274.5,3275.0,3269.08,3270.09,152,0.0014280952512011,-7.033445562665275e-05,-0.0021559039659458,0.0054677394200157,0.012819219042901,upward,99.0,1.0,-1.0,1.0,1
641,641,2025-05-29 06:00:00,3268.99,3271.92,3266.33,3271.89,157,-0.0005501407443403,0.0008771688534763,-0.0025031403867489,0.0044561400291573,0.0100370122467443,upward,97.0,1.0,-1.0,1.0,1
642,642,2025-05-29 07:00:00,3271.43,3276.03,3268.12,3271.44,157,0.0001375541046144,-0.0004126623138434,-0.0004829677450908,0.0046157043992858,0.0094331548186732,upward,97.0,1.0,-1.0,1.0,1
643,643,2025-05-29 08:00:00,3272.03,3286.92,3271.41,3286.72,156,-0.0046490117807418,-0.0045120971667802,-0.0036388861844025,-0.0081966215558366,0.0027839304838868,upward,97.0,1.0,-1.0,1.0,1
644,644,2025-05-29 09:00:00,3286.86,3288.62,3278.0,3281.54,158,0.0015785271549333,-0.003077823217148,-0.0034892154293409,-0.0056375969819048,0.0035593044728998,upward,91.0,-1.0,-1.0,1.0,1
645,645,2025-05-29 10:00:00,3281.67,3283.0,3276.33,3282.01,159,-0.0001432049262495,0.0014350961758189,-0.0030834762843502,-0.0055788982970802,0.0044027897538398,upward,96.0,-1.0,-1.0,1.0,1
646,646,2025-05-29 11:00:00,3282.03,3299.77,3282.01,3296.66,154,-0.0044438916964442,-0.004586460235511,-0.0076501671388616,-0.0081294400999798,0.0016410548858543,upward,96.0,-1.0,-1.0,1.0,1
647,647,2025-05-29 12:00:00,3296.7,3304.66,3294.6,3299.25,156,-0.0007850269000531,-0.0052254300219746,-0.0037978328407972,-0.0074228991437447,-0.0007183450784268,upward,97.0,-1.0,-1.0,1.0,1
650,650,2025-05-29 15:00:00,3313.79,3318.68,3305.25,3310.24,152,0.0009697182077432,0.0018185992556432,-0.0041024215766832,-0.0117212045048092,-0.007159601720721,upward,99.0,1.0,-1.0,1.0,1
654,654,2025-05-29 19:00:00,3324.08,3325.4,3316.4,3321.25,159,0.0008701543093714,0.000273993225442,-0.0033150169363944,-0.0074038389160707,-0.0154730899510725,downward,99.0,1.0,-1.0,1.0,-1
659,659,2025-05-30 00:00:00,3313.83,3316.76,3312.4,3315.15,163,-0.0004162707569793,0.0005761428592974,0.0004554846688686,0.0019124323182961,-0.0085757808847262,downward,91.0,-1.0,-1.0,1.0,-1
660,660,2025-05-30 01:00:00,3314.2,3318.56,3309.0,3311.82,160,0.0010054894287732,0.0005888001159481,0.0015822115936252,0.0031221503584131,-0.0091430089799566,downward,87.0,-1.0,-1.0,1.0,-1
661,661,2025-05-30 02:00:00,3313.28,3322.21,3308.51,3309.59,154,0.0006737994736507,0.0016799664006719,0.0022570771606149,0.0043963149513988,-0.0083333585126857,downward,88.0,-1.0,-1.0,1.0,-1
665,665,2025-05-30 06:00:00,3295.7,3304.31,3290.24,3303.69,157,-0.002563799872264,-0.0028362225269319,0.0017858818472678,0.0040469898810118,0.0029542723439546,downward,92.0,-1.0,-1.0,1.0,-1
666,666,2025-05-30 07:00:00,3303.42,3303.42,3290.75,3300.57,154,0.0009452912678717,-0.001620932142024,-0.0011331376095644,0.0039993092102272,0.0029297969744619,downward,,,,,-1
672,672,2025-05-30 13:00:00,3294.13,3305.86,3287.28,3304.31,147,-0.0031685889035834,-0.0027660842959649,-0.002617793124737,-0.0027509525437988,0.0038585968023581,downward,92.0,,,,-1
673,673,2025-05-30 14:00:00,3303.7,3307.9,3275.88,3278.49,154,0.0078755768661793,0.0046820334971282,0.005154812123874,0.0076864654154809,0.0117645623442499,upward,88.0,1.0,-1.0,1.0,1
674,674,2025-05-30 15:00:00,3276.66,3286.82,3271.85,3281.72,155,-0.0009842399717221,0.0068835854369051,0.0040984605633631,0.0057439391538585,0.0097662201528467,upward,91.0,1.0,-1.0,1.0,1
675,675,2025-05-30 16:00:00,3282.15,3292.52,3276.82,3288.71,152,-0.0021254534452719,-0.0031076014607551,0.0015598821422382,0.0018761155589881,0.0080396264796835,upward,94.0,-1.0,-1.0,1.0,1
680,680,2025-05-30 21:00:00,3294.43,3295.49,3288.41,3289.2,154,0.0016447768454337,0.001413717621306,0.0013924358506629,0.0045938222060075,0.0018302322753251,upward,97.0,-1.0,-1.0,1.0,1
681,681,2025-06-01 22:00:00,3289.08,3289.08,3288.45,3288.45,2,0.0002280709756876,0.0018732229469811,0.0007480728002553,-0.0030287825571317,0.0046344022259727,upward,,,,,1
684,684,2025-06-02 01:00:00,3310.27,3314.26,3303.42,3310.47,162,-6.343510136008756e-05,0.0004380042712968,-0.0064250695520575,-0.0050415801985819,-0.0044736850054524,upward,93.0,-1.0,-1.0,1.0,1
685,685,2025-06-02 02:00:00,3311.03,3313.64,3301.8,3303.41,159,0.0021371855143623,0.0020736148404225,-0.0045286537244847,-0.0037839686869023,-0.0024277943095165,upward,89.0,-1.0,-1.0,-1.0,1
686,686,2025-06-02 03:00:00,3304.19,3311.32,3302.94,3307.71,155,-0.0012999930465489,0.0008344141415057,0.0012727838897605,-0.0041902101453876,-0.0037911425124935,upward,,,,,1
687,687,2025-06-02 04:00:00,3306.91,3308.5,3303.29,3308.5,155,-0.000238778902826,-0.0015384615384615,0.0005319631252833,-0.0041982771648783,-0.0044310110321897,upward,83.0,-1.0,1.0,1.0,1
688,688,2025-06-02 05:00:00,3308.8,3317.16,3307.31,3313.85,158,-0.0016144363806448,-0.0018528297901232,-0.0010199616759962,-0.007438477903345,-0.0028788267423087,upward,87.0,-1.0,1.0,1.0,1
689,689,2025-06-02 06:00:00,3313.8,3324.46,3313.8,3323.6,159,-0.0029335660127572,-0.004543266337706,-0.006074738235648,-0.0105758815741966,-0.0135726320856902,upward,88.0,-1.0,1.0,1.0,1
690,690,2025-06-02 07:00:00,3324.22,3344.39,3323.22,3343.59,154,-0.0059786038359966,-0.0088946312197369,-0.010730980772164,-0.0094718551018516,-0.0185040629981547,upward,96.0,-1.0,1.0,1.0,1
693,693,2025-06-02 10:00:00,3353.44,3353.44,3344.85,3348.13,154,0.0012036569667246,0.0014605167660752,-0.0073264777652003,-0.0133567095662355,-0.0170901368823791,upward,96.0,,,,1
694,694,2025-06-02 11:00:00,3347.99,3351.16,3344.9,3348.4,156,-8.063552741610636e-05,0.0011229243817942,-0.0014365069884123,-0.0121520726317047,-0.0162913630390635,upward,99.0,1.0,1.0,1.0,1
695,695,2025-06-02 12:00:00,3347.48,3359.29,3346.53,3356.13,155,-0.0023032480863375,-0.0023836978901293,-0.0009266625547877,-0.0141919413133579,-0.0183306367750951,upward,,,,,1
696,696,2025-06-02 13:00:00,3357.49,3363.19,3353.1,3355.28,155,0.0002533320617057,-0.0020504995112181,-0.0009298776853199,-0.0123477027252569,-0.0196943325147231,upward,99.0,1.0,1.0,1.0,1
706,706,2025-06-02 23:00:00,3382.1,3390.94,3381.66,3389.58,161,-0.0025076853179449,-0.0024250792133537,-0.0031803350267584,-0.003882486915783,-0.0135680526790928,downward,96.0,1.0,1.0,1.0,-1
707,707,2025-06-03 00:00:00,3388.6,3390.51,3383.17,3387.26,169,0.0006849193743614,-0.0018244835058425,-0.0016739193330302,-0.0040799938593435,-0.0101084652491985,downward,94.0,1.0,1.0,1.0,-1
708,708,2025-06-03 01:00:00,3387.25,3388.02,3374.1,3376.07,173,0.0033145047347951,0.0040016942776659,0.0015669106387012,-0.0014958220653008,-0.0070821991250182,downward,93.0,1.0,-1.0,1.0,-1
709,709,2025-06-03 02:00:00,3372.08,3375.13,3363.55,3371.9,154,0.0012366914795811,0.0045552952341409,0.0027225006672795,0.0007236276283402,-0.0070494380023132,downward,94.0,1.0,-1.0,1.0,-1
710,710,2025-06-03 03:00:00,3371.29,3377.33,3364.61,3368.93,162,0.0008815855479336,0.0021193672768506,0.0061295426144205,0.0029297135885875,-0.0060939229963221,downward,92.0,1.0,-1.0,1.0,-1
713,713,2025-06-03 06:00:00,3362.7,3367.01,3356.5,3364.57,162,-0.0005974017482175,-0.0011086112044035,0.002178584484793,0.0049070163497861,0.0020596985647496,downward,93.0,1.0,-1.0,1.0,-1
