,unnamed: 0,date,open,high,low,close,volume,past_ret_1h,past_ret_2h,past_ret_4h,past_ret_8h,past_ret_16h,forward regime,probability,0.6 percent prediction,1 percent prediction,1.5 percent prediction,label
16,16,2025-04-22 19:00:00,3402.26,3402.26,3374.06,3381.95,154,0.0061118585431481,0.00298348585875,0.0141604695515902,0.0211061665607119,0.0275432812430698,downward,95.0,1.0,-1.0,-1.0,-1
17,17,2025-04-22 20:00:00,3381.04,3385.47,3367.54,3374.82,153,0.0021127052702067,0.0082374763691099,0.0126347479272967,0.0243538914668042,0.0333202956009506,downward,,,,,-1
18,18,2025-04-22 21:00:00,3375.59,3382.44,3374.13,3381.16,156,-0.0018750961208577,0.0002336476238924,0.0032178305670242,0.0145541766730945,0.0306137538596222,downward,,,,,-1
19,19,2025-04-22 22:00:00,3381.16,3381.24,3381.16,3381.24,2,-2.3659959068278447e-05,-0.0018987117152285,0.0063231240609953,0.011040328400232,0.0331298576853462,downward,,,,,-1
20,20,2025-04-22 23:00:00,3322.68,3381.16,3317.94,3325.97,151,0.0166177085181165,0.016593655384745,0.0168311800767897,0.0312299870413745,0.0461369164484346,upward,,,,,1
21,21,2025-04-23 00:00:00,3326.66,3348.94,3326.66,3335.75,157,-0.0029318743910665,0.0136371130930075,0.0117125084313873,0.0244952409503109,0.0395892977591245,upward,,,,,1
22,22,2025-04-23 01:00:00,3336.78,3368.57,3334.74,3367.46,156,-0.0094165929216679,-0.0123208590450963,0.00406834825061,0.0072992700729925,0.0227411758417324,downward,,,,,-1
23,23,2025-04-23 02:00:00,3372.24,3385.47,3360.56,3378.43,154,-0.0032470703847644,-0.012633086966431,0.0008317472909014,0.0071601305932045,0.0224334972161626,downward,,,,,-1
24,24,2025-04-23 03:00:00,3377.76,3379.29,3350.4,3354.53,154,0.0071246940704061,0.0038544893025251,-0.0085138603619584,0.0081740213979304,0.029452710215738,downward,,,,,-1
25,25,2025-04-23 04:00:00,3354.29,3354.89,3329.37,3338.71,155,0.0047383570301104,0.0118968104447525,-0.0008865699626502,0.0108155545105745,0.0354328468180824,downward,,,,,-1
26,26,2025-04-23 05:00:00,3339.66,3346.44,3335.66,3345.83,153,-0.0021280220453518,0.0026002516565397,0.0064647636012589,0.0105594127615569,0.0252672729935472,downward,,,,,-1
27,27,2025-04-23 06:00:00,3344.84,3348.92,3316.06,3318.82,155,0.0081384347448791,0.0059930939309753,0.0179612030782023,0.0188078895511054,0.0300558632284968,downward,89.0,,,,-1
28,28,2025-04-23 07:00:00,3318.47,3325.42,3292.56,3301.53,151,0.0052369658915714,0.0134180213416204,0.016053163230381,0.0074026284783115,0.0388637995111358,upward,87.0,1.0,-1.0,1.0,1
31,31,2025-04-23 10:00:00,3320.96,3339.58,3317.32,3317.33,152,0.0011605719057192,0.0005637063542065,0.0004491563998758,0.0184184268673903,0.0257104358022868,downward,,,,,-1
32,32,2025-04-23 11:00:00,3319.08,3335.26,3316.74,3329.78,154,-0.003738985758819,-0.0025827532149271,-0.0084840439908943,0.0074329234964471,0.0156677017700868,downward,,,,,-1
33,33,2025-04-23 12:00:00,3327.16,3338.58,3322.51,3325.75,148,0.0012117567465985,-0.0025317597534391,-0.0019694805682929,0.0038968653687139,0.014754566639104,downward,,,,,-1
34,34,2025-04-23 13:00:00,3324.49,3332.3,3311.99,3312.25,155,0.0040757793040984,0.0052924749037663,0.0026960525322665,0.0101381236319721,0.0208045890255867,downward,,,,,-1
37,37,2025-04-23 16:00:00,3286.31,3291.35,3270.45,3281.19,156,0.0020175607020622,-0.0014476455188513,0.0135804388042142,0.0115842118255875,0.0166281135807435,upward,,,,,1
39,39,2025-04-23 18:00:00,3295.72,3300.23,3278.25,3281.24,153,0.0046811571235265,-1.523814167803117e-05,-0.0014628616011019,0.0109988906632858,0.0296198997939802,upward,91.0,-1.0,-1.0,-1.0,1
40,40,2025-04-23 19:00:00,3280.93,3286.27,3277.9,3282.46,150,-0.0003716724651634,0.0043077448011552,0.0016298751546095,0.0144160172553511,0.0219560939051808,upward,,,,,1
41,41,2025-04-23 20:00:00,3282.69,3296.56,3282.46,3293.18,148,-0.0032552122872117,-0.0036256748795996,-0.0036408577727302,0.0098901365853065,0.0138255424847715,upward,,,,,1
42,42,2025-04-23 21:00:00,3293.15,3295.18,3284.4,3287.84,155,0.0016241666261131,-0.0016363326682563,0.0026643632293541,0.0074243272178693,0.0176377195970605,upward,,,,,1
43,43,2025-04-23 22:00:00,3287.84,3287.84,3287.84,3287.84,1,0.0,0.0016241666261131,-0.0020073969536231,-0.0034673220108034,0.0094225996398851,upward,,,,,1
44,44,2025-04-23 23:00:00,3294.23,3315.53,3288.07,3308.76,159,-0.0063226102830062,-0.0063226102830062,-0.007948597057508,-0.0063316771237563,-0.0021851086207521,upward,,,,,1
45,45,2025-04-24 00:00:00,3308.52,3316.38,3308.0,3315.57,170,-0.0020539454754385,-0.0083635694616611,-0.0067529866659429,-0.0103692577746813,0.0010948343723702,upward,85.0,-1.0,-1.0,-1.0,1
47,47,2025-04-24 02:00:00,3336.32,3365.42,3332.8,3357.17,148,-0.0075807897723381,-0.0123913891760023,-0.0206513223935635,-0.0226172639455256,-0.0118671380954792,downward,,,,,-1
48,48,2025-04-24 03:00:00,3358.92,3362.51,3336.25,3342.01,153,0.0045361922914652,-0.0030789854010012,-0.0099491024862283,-0.0178186181369894,-0.0036594743881676,downward,,,,,-1
59,59,2025-04-24 14:00:00,3334.35,3336.2,3313.43,3315.02,155,0.0063891017248765,0.0063770354326671,0.0062081073417354,0.0025640870944971,-0.0081990455562861,upward,98.0,1.0,-1.0,1.0,1
60,60,2025-04-24 15:00:00,3313.74,3329.01,3307.35,3327.31,150,-0.0036936744697668,0.0026718279931836,0.0006010861626959,-0.0012803135265423,-0.0055750741590052,upward,99.0,1.0,1.0,1.0,1
61,61,2025-04-24 16:00:00,3326.41,3330.22,3319.68,3329.07,151,-0.0005286761768302,-0.0042203978888999,0.0021297239168895,0.0012616136037992,-0.0040551865836404,upward,99.0,1.0,1.0,1.0,1
62,62,2025-04-24 17:00:00,3329.58,3335.05,3322.57,3331.11,152,-0.0006124084764538,-0.001140760887512,0.0015280191887987,0.001308873018303,0.0001831221424688,upward,,,,,1
64,64,2025-04-24 19:00:00,3335.93,3339.32,3333.75,3334.89,159,0.0004347969498246,-0.0011334706691974,-0.0022729385377028,-0.0016732186069104,0.0021350029536206,upward,100.0,1.0,1.0,1.0,1
67,67,2025-04-24 22:00:00,3348.46,3348.6,3348.46,3348.6,2,-4.180851699209232e-05,-0.0018485337155826,-0.0036612315594576,-0.0100280714328375,-0.007489697186884,downward,99.0,1.0,1.0,1.0,-1
68,68,2025-04-24 23:00:00,3350.54,3369.54,3313.7,3366.81,134,-0.005408680620528,-0.0054502630086045,-0.0094807844814528,-0.0117321737787401,-0.0129974664444978,downward,91.0,1.0,1.0,1.0,-1
69,69,2025-04-25 00:00:00,3363.45,3366.44,3347.15,3348.64,170,0.0054260834249129,-1.194514788094292e-05,-0.0018604567824549,-0.0058441636007452,-0.0045899230732475,downward,,,,,-1
70,70,2025-04-25 01:00:00,3347.79,3360.74,3347.79,3356.46,158,-0.002329835600603,0.0030836059419745,-0.0023834635300286,-0.0075526000607782,-0.0062536124369128,downward,,,,,-1
71,71,2025-04-25 02:00:00,3357.64,3361.92,3342.3,3344.32,158,0.0036300354033107,0.0012917424169935,0.0012797818390584,-0.0023861352980576,-0.0026074059898575,downward,,,,,-1
72,72,2025-04-25 03:00:00,3345.02,3352.66,3343.78,3347.34,155,-0.0009022089181259,0.0027245514348706,0.0058165588198388,-0.0037193712022084,-0.0053863664880173,downward,,,,,-1
73,73,2025-04-25 04:00:00,3348.86,3352.83,3324.07,3324.07,158,0.0070004542623951,0.0060919294720027,0.0073915410926965,0.0055173326674828,0.0036371075218029,downward,,,,,-1
74,74,2025-04-25 05:00:00,3322.65,3327.27,3316.31,3324.41,157,-0.0001022737869275,0.0068974645124999,0.0096408084442052,0.0072343663988496,0.0035464939643425,downward,,,,,-1
77,77,2025-04-25 08:00:00,3304.11,3313.54,3303.38,3306.52,151,-0.0007772522168322,-0.0041221586441334,0.0053076950993795,0.0127384682385105,0.0068198589453565,downward,89.0,,,,-1
78,78,2025-04-25 09:00:00,3306.0,3307.38,3291.76,3302.72,148,0.0011505668055422,0.0003724203081096,0.006567314213739,0.0162714368762717,0.0085959451603527,downward,90.0,-1.0,-1.0,1.0,-1
80,80,2025-04-25 11:00:00,3292.59,3305.91,3292.59,3297.87,156,-0.0016222592157968,0.0014706462049747,0.0018436142115971,0.0150005912907422,0.011225427321271,downward,89.0,-1.0,-1.0,1.0,-1
83,83,2025-04-25 14:00:00,3288.87,3292.83,3265.88,3281.19,149,0.0035749225128687,0.0038339748688738,0.0034530155218075,0.003565779488539,0.0205443756685836,upward,97.0,1.0,-1.0,1.0,1
86,86,2025-04-25 17:00:00,3283.15,3287.17,3280.35,3285.17,157,-0.0006605442031919,-0.0022160192623212,0.0023590864399711,0.0053421892930958,0.0217005512652312,upward,99.0,-1.0,1.0,1.0,1
87,87,2025-04-25 18:00:00,3284.81,3294.88,3282.19,3293.08,156,-0.0024020066320891,-0.0030609642037241,-0.0036106016252261,-0.0001700535668734,0.0155599013689313,upward,96.0,-1.0,1.0,1.0,1
90,90,2025-04-25 21:00:00,3305.19,3318.62,3304.3,3318.62,154,-0.0042336874966099,-0.0090971548414702,-0.010079490872712,-0.0077441828229806,0.0017447011107025,downward,96.0,1.0,-1.0,1.0,-1
91,91,2025-04-27 22:00:00,3318.62,3330.95,3318.62,3330.95,2,-0.0037016466773742,-0.0079196625587293,-0.0113691289271828,-0.0149386811570272,-0.0114261697113435,downward,,,,,-1
94,94,2025-04-28 04:00:00,3283.42,3292.84,3281.75,3282.8,5,-0.0002802485682953,-0.0008498842451565,0.0109114170829778,0.0007219446813695,0.0060679907396123,upward,89.0,1.0,-1.0,1.0,1
96,96,2025-04-28 09:00:00,3283.01,3292.42,3279.23,3282.09,64,0.0032631646298548,0.0002163255730343,-0.0006337425238186,0.0019316959620241,0.0048079120316626,upward,90.0,-1.0,-1.0,-1.0,1
97,97,2025-04-28 10:00:00,3282.43,3286.82,3274.87,3274.98,157,0.0021710056244619,0.0054412546030815,0.0021068830954693,0.0090351696804256,0.0057374396179519,upward,91.0,,,,1
98,98,2025-04-28 11:00:00,3274.88,3291.27,3273.53,3289.79,151,-0.0045018071062286,-0.0023405749303146,-0.0021247556834934,0.0087634773040223,0.0009514285106344,upward,94.0,-1.0,-1.0,1.0,1
99,99,2025-04-28 12:00:00,3288.41,3296.94,3285.31,3293.92,154,-0.0012538252295137,-0.0057499878564142,-0.000340020401224,0.0112419245154709,-0.0038646961674843,upward,85.0,-1.0,-1.0,1.0,1
100,100,2025-04-28 13:00:00,3296.11,3301.45,3292.76,3296.43,154,-0.0007614297891961,-0.0020143003188297,-0.0043501606283159,-0.004981146270359,-0.0056242662516722,upward,89.0,1.0,-1.0,1.0,1
101,101,2025-04-28 14:00:00,3295.18,3300.94,3287.27,3293.03,152,0.0010324837611559,0.0002702678080672,-0.0054812740849613,-0.0033859393932031,-0.0030458270954106,upward,82.0,-1.0,1.0,1.0,1
103,103,2025-04-28 16:00:00,3327.72,3335.81,3319.44,3324.88,151,0.001031616178629,-0.0095792930872692,-0.0093116142537474,-0.0096484685161569,-0.0095642549505546,upward,,,,,1
106,106,2025-04-28 19:00:00,3335.45,3349.19,3333.99,3348.54,152,-0.0038972208783529,-0.0036135151439133,-0.006041438955485,-0.0175449598929682,-0.0089352374467678,downward,88.0,1.0,-1.0,1.0,-1
107,107,2025-04-28 20:00:00,3348.87,3352.69,3345.44,3351.91,154,-0.0010053969229483,-0.0048986995474222,-0.0080640589991973,-0.0173005838462249,-0.0062531511884269,downward,92.0,1.0,-1.0,1.0,-1
108,108,2025-04-28 21:00:00,3351.47,3352.69,3341.2,3343.87,160,0.0024043996925717,0.0013965853935709,-0.0022219763328119,-0.014187154404926,-0.0190976323840339,downward,,,,,-1
109,109,2025-04-28 22:00:00,3343.87,3343.87,3342.21,3342.21,2,0.0004966773482215,0.0029022712516568,-0.0020106456506324,-0.0147148144491219,-0.0180509303724182,downward,93.0,1.0,1.0,1.0,-1
110,110,2025-04-28 23:00:00,3345.92,3347.24,3331.4,3337.94,162,0.001279232101236,0.0017765448150655,0.0031756113051761,-0.0028850129121554,-0.0165191705063602,downward,97.0,1.0,-1.0,1.0,-1
111,111,2025-04-29 00:00:00,3339.74,3342.08,3333.8,3337.66,169,8.389110934015065e-05,0.0013632305267763,0.0042694582432003,-0.0038290299191648,-0.0134405541606993,downward,92.0,1.0,-1.0,-1.0,-1
112,112,2025-04-29 01:00:00,3337.39,3338.41,3327.2,3329.35,166,0.0024959826993256,0.0025800831994233,0.0043612116479192,0.0021295448060432,-0.0141949629807619,downward,83.0,1.0,1.0,-1.0,-1
113,113,2025-04-29 02:00:00,3327.09,3338.22,3322.97,3326.67,151,0.0008056104152198,0.0033036039042044,0.0046713380046712,0.0026512999485972,-0.0155380605831056,downward,85.0,1.0,1.0,-1.0,-1
119,119,2025-04-29 08:00:00,3317.3,3322.87,3312.38,3322.87,154,-0.0012760053808905,-0.0038851956290796,-0.0021878677167629,0.0044509715998519,0.0006048987772619,downward,90.0,1.0,1.0,-1.0,-1
128,128,2025-04-29 17:00:00,3312.41,3329.76,3312.14,3328.06,156,-0.0047985913715496,-0.004152569364735,-0.0042667499984975,-0.0048917387306718,0.0003876132040887,downward,88.0,1.0,-1.0,-1.0,-1
134,134,2025-04-29 23:00:00,3315.54,3322.7,3315.1,3319.29,166,-0.0007833000430814,-0.0007140081161934,-2.7114232260538884e-05,-0.0015214096990622,-0.0001988377032436,downward,87.0,1.0,-1.0,-1.0,-1
135,135,2025-04-30 00:00:00,3318.72,3319.22,3311.89,3316.78,162,0.0007567580605285,-2.713475117432917e-05,0.0011336296046164,-0.001414022033418,0.0018361181627963,downward,89.0,1.0,-1.0,-1.0,-1
136,136,2025-04-30 01:00:00,3316.29,3327.25,3311.5,3312.57,160,0.0012709165391222,0.002028636375986,0.0013131797969552,0.0046761275988129,-0.0002384855263435,downward,88.0,1.0,-1.0,-1.0,-1
137,137,2025-04-30 02:00:00,3311.5,3321.99,3307.7,3307.9,158,0.0014117718189787,0.0026844826022551,0.0026572750083133,0.0019649928957949,0.0003657909852172,downward,87.0,1.0,-1.0,-1.0,-1
138,138,2025-04-30 03:00:00,3306.55,3312.74,3305.3,3306.45,153,0.0004385367992862,0.0018509277321598,0.0038833189674727,0.0038560994419998,0.0019083911748249,downward,87.0,1.0,-1.0,-1.0,-1
141,141,2025-04-30 06:00:00,3307.68,3313.89,3307.45,3309.41,152,-0.0005106650430137,-0.0014866698293654,-0.0004562746834027,0.0021997878775976,-0.0007675084078431,downward,91.0,1.0,-1.0,1.0,-1
142,142,2025-04-30 07:00:00,3309.27,3311.12,3304.8,3305.37,155,0.0012222534844812,0.0007109642793392,0.0003267410305047,0.0042113288376188,0.0026835119820172,downward,90.0,1.0,-1.0,1.0,-1
143,143,2025-04-30 08:00:00,3305.24,3314.03,3303.06,3307.35,153,-0.0005986666061953,0.0006228551559406,-0.0008647406533932,0.0028512253012231,0.0014331715724069,downward,91.0,1.0,-1.0,1.0,-1
145,145,2025-04-30 10:00:00,3284.16,3286.43,3275.13,3275.13,154,0.0027296626393455,0.0098377774317355,0.0104667600980723,0.0100057096970196,0.0119903637412865,upward,96.0,1.0,1.0,1.0,1
146,146,2025-04-30 11:00:00,3274.95,3280.67,3271.98,3272.64,150,0.0007608536227632,0.0034925931358169,0.010001100029334,0.0103311088295687,0.0142270460545614,upward,93.0,1.0,1.0,1.0,1
147,147,2025-04-30 12:00:00,3272.13,3281.35,3268.76,3271.6,146,0.0003178872722826,0.0010789827607287,0.0109273749847169,0.0100531849859395,0.0149590414476097,upward,87.0,1.0,1.0,1.0,1
150,150,2025-04-30 15:00:00,3309.64,3313.14,3293.1,3309.7,145,-0.0010514548146357,-0.0032993926942017,-0.0111973894914947,-0.0013082756745323,0.0028975435840106,downward,86.0,-1.0,-1.0,-1.0,-1
151,151,2025-04-30 16:00:00,3310.42,3314.12,3299.34,3308.02,152,0.0005078566635026,-0.0005441321394671,-0.0110096069552179,-0.0002025380741349,0.0026481097454067,downward,,,,,-1
152,152,2025-04-30 17:00:00,3307.78,3313.89,3306.5,3311.01,158,-0.0009030477105174,-0.000395649665812,-0.0036937369563969,-0.0081364900740257,0.0004711553272265,downward,,,,,-1
153,153,2025-04-30 18:00:00,3310.35,3313.23,3305.13,3305.13,156,0.0017790525637417,0.0008743982838799,0.0003297903562038,-0.0090767987946011,0.0008380910887015,downward,90.0,-1.0,1.0,1.0,-1
154,154,2025-04-30 19:00:00,3305.39,3308.08,3300.66,3301.79,156,0.0010115725106685,0.0027924247150787,0.0023956702273615,-0.0088285445167621,0.0014113556585972,downward,91.0,-1.0,1.0,1.0,-1
155,155,2025-04-30 20:00:00,3303.24,3304.89,3292.27,3294.65,153,0.002167149773117,0.0031809145129224,0.0040580941829935,-0.0069961907941663,0.0029866601915224,downward,94.0,,,,-1
156,156,2025-04-30 21:00:00,3295.63,3297.3,3283.27,3288.24,155,0.0019493710921345,0.0041207454443714,0.0069246770308737,0.0032053621390166,0.005924141790137,downward,,,,,-1
157,157,2025-04-30 22:00:00,3288.24,3288.24,3288.24,3288.24,1,0.0,0.0019493710921345,0.0051364863878549,0.0054679707077343,0.0064380945429773,downward,,,,,-1
158,158,2025-04-30 23:00:00,3287.76,3290.17,3270.0,3276.0,165,0.0037362637362636,0.0037362637362636,0.0078724053724053,0.0102869352869352,0.0089652014652015,downward,,,,,-1
159,159,2025-05-01 00:00:00,3272.1,3283.87,3270.34,3272.54,165,0.0010572827222892,0.004797496745647,0.0067562199392521,0.0108417314990802,0.010636997561527,downward,,,,,-1
160,160,2025-05-01 01:00:00,3272.3,3275.93,3242.37,3246.1,170,0.0081451588059517,0.0092110532639166,0.0129817319244631,0.0199963032562151,0.011697113459228,downward,,,,,-1
162,162,2025-05-01 03:00:00,3238.73,3249.51,3236.08,3241.77,148,-0.0013943000274541,0.0013356900705479,0.0105590464468485,0.0185145769132295,0.0095225756299799,downward,86.0,1.0,1.0,1.0,-1
165,165,2025-05-01 06:00:00,3226.7,3238.28,3223.29,3237.1,154,-0.0032034846004138,-0.0025609341694726,4.633777146212381e-05,0.0157980908838157,0.0213524450897408,downward,89.0,,,,-1
166,166,2025-05-01 07:00:00,3236.3,3242.39,3233.72,3234.8,154,0.0007110176827005,-0.0024947446519105,0.0021546927167057,0.0127364906640285,0.0231544454062073,downward,85.0,1.0,1.0,-1.0,-1
167,167,2025-05-01 08:00:00,3236.2,3236.2,3225.96,3229.96,156,0.001498470569295,0.0022105536910672,-0.0003560415608862,0.0131828257935082,0.0241674819502408,downward,87.0,1.0,-1.0,-1.0,-1
168,168,2025-05-01 09:00:00,3230.96,3236.15,3230.45,3234.1,154,-0.0012801088401719,0.0002164435237006,-0.002278841099533,0.0037104604062954,0.023780959154015,downward,91.0,1.0,-1.0,-1.0,-1
171,171,2025-05-01 12:00:00,3223.93,3226.83,3203.47,3205.96,155,0.0049969431933025,0.0036619296560156,0.0074860572184307,0.0071273503100475,0.027664100612609,upward,92.0,1.0,-1.0,-1.0,1
175,175,2025-05-01 16:00:00,3220.19,3220.92,3204.72,3216.27,154,0.0007772979258582,0.0025028993212634,-0.0032055766462392,0.0042564834419995,0.0174954217152167,upward,,,,,1
177,177,2025-05-01 18:00:00,3220.03,3220.19,3210.12,3214.36,154,0.0014995208999613,0.0005942084894037,0.003098595054692,0.0010390870966536,0.0071211687552108,upward,,,,,1
178,178,2025-05-01 19:00:00,3214.45,3226.51,3212.73,3223.81,157,-0.0029313141903523,-0.0014361888572838,-0.0015633675681879,-0.0005676513194015,0.0055710479215587,upward,,,,,1
179,179,2025-05-01 20:00:00,3223.81,3229.34,3223.81,3228.37,155,-0.0014124775041274,-0.0043396512791283,-0.0037480214473557,-0.0069415835235737,0.0001362916889948,upward,97.0,1.0,1.0,-1.0,1
184,184,2025-05-02 01:00:00,3237.46,3243.82,3227.46,3231.7,155,0.0017049849924188,0.0018225701643099,0.0013955503295479,-0.003874121979144,0.0007426431908903,upward,93.0,1.0,1.0,1.0,1
185,185,2025-05-02 02:00:00,3231.81,3237.11,3231.43,3236.23,157,-0.0013997769009002,0.0003028214929099,-6.180030467595188e-06,-0.0067578633162661,-0.0057257982281853,upward,92.0,1.0,1.0,1.0,1
193,193,2025-05-02 10:00:00,3258.11,3266.53,3255.75,3263.91,153,-0.0018382859821501,-0.0015564154648871,-0.0035846576651928,-0.008480625997653,-0.0151811784025907,downward,88.0,,,,-1
194,194,2025-05-02 11:00:00,3264.89,3265.43,3257.38,3259.24,157,0.0014328493759281,-0.0004080705931444,-0.002135467164124,-0.0036266123390727,-0.0108706324173732,downward,88.0,1.0,1.0,-1.0,-1
195,195,2025-05-02 12:00:00,3257.98,3268.51,3257.85,3262.38,155,-0.0009624875091192,0.0004689827671822,-0.0010881626297366,-0.0023510443295998,-0.0104249045175608,downward,83.0,1.0,1.0,-1.0,-1
197,197,2025-05-02 14:00:00,3250.64,3258.43,3239.74,3250.43,142,-3.076516030187104e-05,0.0036764366560733,0.0041471436086917,0.0005476198533733,-0.0043748057949255,downward,87.0,1.0,1.0,1.0,-1
198,198,2025-05-02 15:00:00,3250.39,3263.65,3242.96,3262.74,149,-0.0037729025297755,-0.0038035516161263,-0.0010727180222757,-0.0032058944322868,-0.0077082452172099,downward,92.0,1.0,1.0,1.0,-1
200,200,2025-05-02 17:00:00,3231.47,3235.8,3222.72,3224.66,154,0.0020777384282375,0.0118089969175043,0.0079605291720676,0.0103111645878946,0.0021831759007151,upward,90.0,1.0,1.0,1.0,1
201,201,2025-05-02 18:00:00,3224.22,3239.4,3223.96,3229.89,154,-0.001619250191183,0.0004551238587073,0.0063593496992158,0.010532866444368,0.001962915145717,upward,96.0,1.0,1.0,1.0,1
202,202,2025-05-02 19:00:00,3231.26,3231.36,3224.35,3226.07,161,0.0011841032587636,-0.0004370642918474,0.0113667713347818,0.0102818599720402,0.006617959312724,upward,91.0,1.0,-1.0,-1.0,1
203,203,2025-05-02 20:00:00,3227.27,3234.31,3226.5,3233.0,156,-0.0021435199505103,-0.0009619548407052,-0.0005072687905969,0.0090875347974017,0.0067151252706465,upward,97.0,1.0,-1.0,-1.0,1
205,205,2025-05-04 22:00:00,3240.61,3240.61,3240.6,3240.6,2,3.0858482997775383e-06,-0.00234524470777,-0.0033049435289761,0.0030333888786027,0.0035826698759489,upward,,,,,1
206,206,2025-05-04 23:00:00,3240.36,3243.63,3238.05,3239.28,127,0.0004074979625101,0.0004105850682867,-0.0040780667308785,0.0072423501518854,0.00401323750957,upward,,,,,1
207,207,2025-05-05 00:00:00,3239.68,3251.52,3239.1,3247.64,137,-0.0025741769407938,-0.0021677279501421,-0.0045078888054094,-0.0050128708847039,0.003445578943479,upward,,,,,1
208,208,2025-05-05 01:00:00,3247.36,3248.2,3241.36,3246.26,166,0.0004251045818879,-0.002150166653318,-0.0017404644113534,-0.0066538108469439,0.003588745202171,upward,,,,,1
209,209,2025-05-05 02:00:00,3246.88,3269.46,3246.39,3264.17,153,-0.0054868465796817,-0.0050640744814149,-0.0072208248957622,-0.0105019040062251,-7.96527141663228e-05,upward,,,,,1
211,211,2025-05-05 04:00:00,3269.1,3271.08,3252.89,3254.37,160,0.0047228803117038,0.0030113355273064,-0.0020679885815073,-0.0065665551243404,0.0024613058748699,upward,,,,,1
212,212,2025-05-05 05:00:00,3255.07,3259.29,3253.64,3256.36,156,-0.0006111117935364,0.0041088823103094,-0.003101622670712,-0.0048366888181896,-0.0018517608618212,upward,93.0,1.0,1.0,1.0,1
213,213,2025-05-05 06:00:00,3256.19,3261.53,3254.51,3259.31,156,-0.0009050995456092,-0.001515658222139,0.0014911131497157,-0.0057404788130003,-0.0027245030389868,upward,95.0,1.0,1.0,1.0,1
214,214,2025-05-05 07:00:00,3259.11,3265.01,3256.75,3264.19,155,-0.001495011013452,-0.0023987574252724,0.0017002686730858,-0.0076312959723544,-0.0004442143380134,upward,,,,,1
215,215,2025-05-05 08:00:00,3260.93,3267.31,3258.72,3265.05,152,-0.0002633956600971,-0.0017580128941364,-0.0032710065695779,-0.0053322307468492,-0.0103183718472917,upward,,,,,1
216,216,2025-05-05 09:00:00,3265.17,3282.43,3262.91,3282.32,153,-0.0052615223378585,-0.0055235321358063,-0.0079090399473543,-0.0109861317604621,-0.0175668429647323,upward,,,,,1
