Unnamed: 0,date,open,high,low,close,volume,past_ret_1h,past_ret_2h,past_ret_4h,past_ret_8h,past_ret_16h,forward regime,probability,0.6 percent prediction,1 percent prediction,1.5 percent prediction
49,4/24/2025 4:00,3341.71,3342.81,3321.46,3327.15,160,0.004466285,0.009022737,-0.003480456,-0.010209939,-0.000420781,1,,,,
50,4/24/2025 5:00,3328.2,3330.55,3325.7,3325.75,158,0.000420958,0.004889123,0.001795084,-0.011398933,-0.004059235,1,82.0,1.0,1.0,-1.0
51,4/24/2025 6:00,3325.3,3334.49,3321.96,3323.52,158,0.000670975,0.001092215,0.010124807,-0.010735606,-0.014165704,1,91.0,1.0,-1.0,-1.0
52,4/24/2025 7:00,3320.56,3327.55,3315.13,3323.05,149,0.000141436,0.000812507,0.005705602,-0.004300266,-0.010604716,1,86.0,1.0,-1.0,-1.0
53,4/24/2025 8:00,3325.34,3338.51,3323.96,3333.27,151,-0.003066058,-0.002925056,-0.001836035,-0.005310101,-0.015624297,1,86.0,1.0,1.0,-1.0
54,4/24/2025 9:00,3333.12,3340.48,3327.74,3335.47,154,-0.000659577,-0.003723613,-0.002914132,-0.001124279,-0.01165353,1,93.0,-1.0,1.0,1.0
55,4/24/2025 10:00,3336.34,3341.06,3325.93,3335.6,151,-3.9e-05,-0.000698525,-0.003621537,0.006466603,-0.016296918,1,97.0,1.0,1.0,1.0
56,4/24/2025 11:00,3336.14,3336.14,3326.6,3329.31,151,0.00188928,0.001850233,-0.001880269,0.003814604,-0.014071985,1,89.0,-1.0,-1.0,1.0
57,4/24/2025 12:00,3329.71,3342.79,3326.74,3336.16,154,-0.002053259,-0.000167858,-0.000866265,-0.00270071,-0.012883075,1,95.0,1.0,-1.0,1.0
58,4/24/2025 13:00,3338.02,3343.42,3335.84,3336.2,155,-1.2e-05,-0.002065224,-0.000218812,-0.003132306,-0.014495534,1,96.0,1.0,-1.0,1.0
59,4/24/2025 14:00,3334.35,3336.2,3313.43,3315.02,155,0.006389102,0.006377035,0.006208107,0.002564087,-0.008199046,2,98.0,1.0,-1.0,1.0
60,4/24/2025 15:00,3313.74,3329.01,3307.35,3327.31,150,-0.003693674,0.002671828,0.000601086,-0.001280314,-0.005575074,2,99.0,1.0,1.0,1.0
61,4/24/2025 16:00,3326.41,3330.22,3319.68,3329.07,151,-0.000528676,-0.004220398,0.002129724,0.001261614,-0.004055187,2,99.0,1.0,1.0,1.0
62,4/24/2025 17:00,3329.58,3335.05,3322.57,3331.11,152,-0.000612408,-0.001140761,0.001528019,0.001308873,0.000183122,2,,,,
63,4/24/2025 18:00,3330.11,3337.94,3328.7,3336.34,156,-0.001567586,-0.002179035,-0.006390236,-0.0002218,0.006243368,1,100.0,1.0,1.0,1.0
64,4/24/2025 19:00,3335.93,3339.32,3333.75,3334.89,159,0.000434797,-0.001133471,-0.002272939,-0.001673219,0.002135003,2,100.0,1.0,1.0,1.0
65,4/24/2025 20:00,3334.63,3346.44,3332.4,3342.41,157,-0.002249874,-0.001816055,-0.003991132,-0.001869908,-0.004565568,1,100.0,1.0,1.0,1.0
66,4/24/2025 21:00,3340.3,3349.66,3338.2,3348.46,158,-0.001806801,-0.004052609,-0.005181486,-0.003661385,-0.006782222,1,,,,
67,4/24/2025 22:00,3348.46,3348.6,3348.46,3348.6,2,-4.18e-05,-0.001848534,-0.003661232,-0.010028071,-0.007489697,0,99.0,1.0,1.0,1.0
68,4/24/2025 23:00,3350.54,3369.54,3313.7,3366.81,134,-0.005408681,-0.005450263,-0.009480784,-0.011732174,-0.012997466,0,91.0,1.0,1.0,1.0
69,4/25/2025 0:00,3363.45,3366.44,3347.15,3348.64,170,0.005426083,-1.19e-05,-0.001860457,-0.005844164,-0.004589923,0,,,,
70,4/25/2025 1:00,3347.79,3360.74,3347.79,3356.46,158,-0.002329836,0.003083606,-0.002383464,-0.0075526,-0.006253612,0,,,,
71,4/25/2025 2:00,3357.64,3361.92,3342.3,3344.32,158,0.003630035,0.001291742,0.001279782,-0.002386135,-0.002607406,0,,,,
72,4/25/2025 3:00,3345.02,3352.66,3343.78,3347.34,155,-0.000902209,0.002724551,0.005816559,-0.003719371,-0.005386366,0,,,,
73,4/25/2025 4:00,3348.86,3352.83,3324.07,3324.07,158,0.007000454,0.006091929,0.007391541,0.005517333,0.003637108,0,,,,
74,4/25/2025 5:00,3322.65,3327.27,3316.31,3324.41,157,-0.000102274,0.006897465,0.009640808,0.007234366,0.003546494,0,,,,
75,4/25/2025 6:00,3325.35,3326.82,3288.18,3292.89,154,0.009572139,0.009468886,0.015618499,0.016918269,0.00672054,1,,,,
76,4/25/2025 7:00,3294.45,3305.36,3287.44,3303.95,148,-0.003347508,0.006192588,0.013132765,0.019025712,0.007070325,1,,,,
77,4/25/2025 8:00,3304.11,3313.54,3303.38,3306.52,151,-0.000777252,-0.004122159,0.005307695,0.012738468,0.006819859,0,89.0,,,
78,4/25/2025 9:00,3306.0,3307.38,3291.76,3302.72,148,0.001150567,0.00037242,0.006567314,0.016271437,0.008595945,0,90.0,-1.0,-1.0,1.0
79,4/25/2025 10:00,3303.81,3308.23,3292.01,3292.52,156,0.003097931,0.004252062,0.000112376,0.01573263,0.013308955,1,87.0,-1.0,-1.0,1.0
80,4/25/2025 11:00,3292.59,3305.91,3292.59,3297.87,156,-0.001622259,0.001470646,0.001843614,0.015000591,0.011225427,0,89.0,-1.0,-1.0,1.0
81,4/25/2025 12:00,3299.77,3300.75,3288.63,3293.77,155,0.001244774,-0.000379504,0.003870944,0.009199185,0.014767273,1,97.0,1.0,-1.0,1.0
82,4/25/2025 13:00,3293.78,3302.49,3291.31,3292.92,155,0.00025813,0.001503225,0.002976082,0.009562941,0.016866489,1,97.0,-1.0,1.0,1.0
83,4/25/2025 14:00,3288.87,3292.83,3265.88,3281.19,149,0.003574923,0.003833975,0.003453016,0.003565779,0.020544376,2,97.0,1.0,-1.0,1.0
84,4/25/2025 15:00,3278.7,3285.95,3275.42,3277.89,152,0.001006745,0.004585267,0.006095385,0.007950236,0.027127207,1,99.0,1.0,1.0,1.0
85,4/25/2025 16:00,3278.6,3284.93,3270.67,3283.0,155,-0.001556503,-0.000551325,0.003280536,0.007164179,0.019993908,1,99.0,-1.0,1.0,1.0
86,4/25/2025 17:00,3283.15,3287.17,3280.35,3285.17,157,-0.000660544,-0.002216019,0.002359086,0.005342189,0.021700551,2,99.0,-1.0,1.0,1.0
87,4/25/2025 18:00,3284.81,3294.88,3282.19,3293.08,156,-0.002402007,-0.003060964,-0.003610602,-0.000170054,0.015559901,2,96.0,-1.0,1.0,1.0
88,4/25/2025 19:00,3292.37,3296.57,3288.43,3288.43,158,0.001414049,-0.000991355,-0.003205177,0.002870671,0.017914324,1,97.0,,,
89,4/25/2025 20:00,3288.73,3311.82,3288.01,3304.57,152,-0.004884145,-0.003477003,-0.006527324,-0.003268201,0.005900919,1,,,,
90,4/25/2025 21:00,3305.19,3318.62,3304.3,3318.62,154,-0.004233687,-0.009097155,-0.010079491,-0.007744183,0.001744701,0,96.0,1.0,-1.0,1.0
91,4/27/2025 22:00,3318.62,3330.95,3318.62,3330.95,2,-0.003701647,-0.007919663,-0.011369129,-0.014938681,-0.01142617,0,,,,
92,4/28/2025 2:00,3288.37,3325.39,3280.01,3280.01,31,0.01553044,0.011771306,0.002567065,-0.000646339,0.007298758,1,88.0,1.0,-1.0,1.0
93,4/28/2025 3:00,3280.55,3285.51,3270.82,3281.88,41,-0.000569795,0.014951796,0.00691372,0.000341268,0.007507892,1,89.0,1.0,-1.0,1.0
94,4/28/2025 4:00,3283.42,3292.84,3281.75,3282.8,5,-0.000280249,-0.000849884,0.010911417,0.000721945,0.006067991,2,89.0,1.0,-1.0,1.0
95,4/28/2025 7:00,3290.02,3293.65,3288.54,3292.8,12,-0.003036929,-0.003316327,0.011585884,8.5e-05,-8.5e-05,1,93.0,-1.0,-1.0,-1.0
96,4/28/2025 9:00,3283.01,3292.42,3279.23,3282.09,64,0.003263165,0.000216326,-0.000633743,0.001931696,0.004807912,2,90.0,-1.0,-1.0,-1.0
97,4/28/2025 10:00,3282.43,3286.82,3274.87,3274.98,157,0.002171006,0.005441255,0.002106883,0.00903517,0.00573744,2,91.0,,,
98,4/28/2025 11:00,3274.88,3291.27,3273.53,3289.79,151,-0.004501807,-0.002340575,-0.002124756,0.008763477,0.000951429,2,94.0,-1.0,-1.0,1.0
99,4/28/2025 12:00,3288.41,3296.94,3285.31,3293.92,154,-0.001253825,-0.005749988,-0.00034002,0.011241925,-0.003864696,2,85.0,-1.0,-1.0,1.0
100,4/28/2025 13:00,3296.11,3301.45,3292.76,3296.43,154,-0.00076143,-0.0020143,-0.004350161,-0.004981146,-0.005624266,2,89.0,1.0,-1.0,1.0
101,4/28/2025 14:00,3295.18,3300.94,3287.27,3293.03,152,0.001032484,0.000270268,-0.005481274,-0.003385939,-0.003045827,2,82.0,-1.0,1.0,1.0
102,4/28/2025 15:00,3296.84,3332.51,3291.47,3328.31,151,-0.010599974,-0.009578435,-0.011573441,-0.013673606,-0.012961533,1,81.0,1.0,-1.0,1.0
103,4/28/2025 16:00,3327.72,3335.81,3319.44,3324.88,151,0.001031616,-0.009579293,-0.009311614,-0.009648469,-0.009564255,2,,,,
104,4/28/2025 17:00,3325.47,3338.93,3324.66,3336.44,151,-0.003464771,-0.002436729,-0.011991824,-0.016289818,-0.014389589,1,83.0,1.0,-1.0,1.0
105,4/28/2025 18:00,3336.63,3339.54,3333.69,3335.49,150,0.000284816,-0.003180942,-0.012729764,-0.018141263,-0.009270002,1,83.0,1.0,-1.0,1.0
106,4/28/2025 19:00,3335.45,3349.19,3333.99,3348.54,152,-0.003897221,-0.003613515,-0.006041439,-0.01754496,-0.008935237,0,88.0,1.0,-1.0,1.0
107,4/28/2025 20:00,3348.87,3352.69,3345.44,3351.91,154,-0.001005397,-0.0048987,-0.008064059,-0.017300584,-0.006253151,0,92.0,1.0,-1.0,1.0
108,4/28/2025 21:00,3351.47,3352.69,3341.2,3343.87,160,0.0024044,0.001396585,-0.002221976,-0.014187154,-0.019097632,0,,,,
109,4/28/2025 22:00,3343.87,3343.87,3342.21,3342.21,2,0.000496677,0.002902271,-0.002010646,-0.014714814,-0.01805093,0,93.0,1.0,1.0,1.0
110,4/28/2025 23:00,3345.92,3347.24,3331.4,3337.94,162,0.001279232,0.001776545,0.003175611,-0.002885013,-0.016519171,0,97.0,1.0,-1.0,1.0
111,4/29/2025 0:00,3339.74,3342.08,3333.8,3337.66,169,8.39e-05,0.001363231,0.004269458,-0.00382903,-0.013440554,0,92.0,1.0,-1.0,-1.0
112,4/29/2025 1:00,3337.39,3338.41,3327.2,3329.35,166,0.002495983,0.002580083,0.004361212,0.002129545,-0.014194963,0,83.0,1.0,1.0,-1.0
113,4/29/2025 2:00,3327.09,3338.22,3322.97,3326.67,151,0.00080561,0.003303604,0.004671338,0.0026513,-0.015538061,0,85.0,1.0,1.0,-1.0
114,4/29/2025 3:00,3325.2,3333.26,3320.21,3321.04,155,0.001695252,0.002502228,0.005088767,0.008280539,-0.009409703,1,87.0,1.0,1.0,-1.0
115,4/29/2025 4:00,3322.1,3322.1,3308.44,3315.6,156,0.001640729,0.003338762,0.006653396,0.010951261,-0.006538786,1,89.0,1.0,1.0,-1.0
116,4/29/2025 5:00,3313.34,3317.63,3307.01,3310.05,156,0.001676712,0.003320192,0.005830728,0.010217368,-0.004114741,1,93.0,1.0,1.0,-1.0
117,4/29/2025 6:00,3310.18,3315.56,3305.3,3309.96,155,2.72e-05,0.001703948,0.005048399,0.00974332,-0.005114865,1,95.0,1.0,1.0,-1.0
118,4/29/2025 7:00,3311.08,3323.25,3310.12,3318.63,157,-0.002612524,-0.002585404,0.000726203,0.005818666,0.002916866,1,97.0,1.0,1.0,-1.0
119,4/29/2025 8:00,3317.3,3322.87,3312.38,3322.87,154,-0.001276005,-0.003885196,-0.002187868,0.004450972,0.000604899,0,90.0,1.0,1.0,-1.0
120,4/29/2025 9:00,3323.21,3324.29,3311.78,3311.78,157,0.003348652,0.002068374,-0.000522378,0.005305304,0.007446147,1,,,,
121,4/29/2025 10:00,3312.2,3315.37,3308.94,3309.11,153,0.000806863,0.004158218,0.000256867,0.005306563,0.007971932,1,,,,
122,4/29/2025 11:00,3310.23,3315.4,3306.32,3312.76,154,-0.0011018,-0.000295826,0.001771936,0.002499426,0.010800662,1,95.0,,,
123,4/29/2025 12:00,3311.81,3315.85,3307.89,3308.78,151,0.00120286,9.97e-05,0.004258367,0.002061183,0.013035016,1,97.0,-1.0,-1.0,1.0
124,4/29/2025 13:00,3308.63,3313.89,3302.53,3313.86,151,-0.001532956,-0.000331939,-0.000627667,-0.001149717,0.009055905,1,93.0,-1.0,-1.0,1.0
125,4/29/2025 14:00,3312.11,3320.93,3300.48,3306.87,149,0.002113781,0.000577585,0.000677378,0.000934418,0.010686843,1,82.0,1.0,-1.0,1.0
126,4/29/2025 15:00,3307.97,3317.13,3300.68,3314.24,151,-0.002223738,-0.000114657,-0.000446558,0.001324587,0.007150961,1,87.0,1.0,-1.0,1.0
127,4/29/2025 16:00,3314.8,3315.13,3305.45,3312.09,153,0.000649137,-0.001576044,-0.000999369,0.003254742,0.007720201,1,88.0,1.0,-1.0,1.0
128,4/29/2025 17:00,3312.41,3329.76,3312.14,3328.06,156,-0.004798591,-0.004152569,-0.00426675,-0.004891739,0.000387613,0,88.0,1.0,-1.0,-1.0
129,4/29/2025 18:00,3329.14,3329.14,3314.4,3314.4,153,0.00412141,-0.000696959,-0.002271904,-0.001596066,0.003702028,1,86.0,1.0,-1.0,-1.0
130,4/29/2025 19:00,3314.35,3319.43,3313.6,3319.2,156,-0.001446132,0.002669318,-0.001494336,-0.001940227,0.00055435,1,84.0,1.0,-1.0,-1.0
131,4/29/2025 20:00,3319.79,3324.38,3318.18,3320.54,155,-0.000403549,-0.001849097,-0.002544767,-0.003541593,-0.00148771,1,86.0,1.0,-1.0,-1.0
132,4/29/2025 21:00,3320.56,3323.2,3316.1,3316.92,156,0.001091374,0.000687385,0.003358537,-0.000922543,-0.002071199,1,,,,
133,4/29/2025 22:00,3316.92,3316.92,3316.69,3316.69,2,6.93e-05,0.001160796,-0.000690447,-0.002960783,-0.002029131,1,83.0,1.0,-1.0,-1.0
134,4/29/2025 23:00,3315.54,3322.7,3315.1,3319.29,166,-0.0007833,-0.000714008,-2.71e-05,-0.00152141,-0.000198838,0,87.0,1.0,-1.0,-1.0
135,4/30/2025 0:00,3318.72,3319.22,3311.89,3316.78,162,0.000756758,-2.71e-05,0.00113363,-0.001414022,0.001836118,0,89.0,1.0,-1.0,-1.0
136,4/30/2025 1:00,3316.29,3327.25,3311.5,3312.57,160,0.001270917,0.002028636,0.00131318,0.004676128,-0.000238486,0,88.0,1.0,-1.0,-1.0
137,4/30/2025 2:00,3311.5,3321.99,3307.7,3307.9,158,0.001411772,0.002684483,0.002657275,0.001964993,0.000365791,0,87.0,1.0,-1.0,-1.0
138,4/30/2025 3:00,3306.55,3312.74,3305.3,3306.45,153,0.000438537,0.001850928,0.003883319,0.003856099,0.001908391,0,87.0,1.0,-1.0,-1.0
139,4/30/2025 4:00,3306.46,3310.97,3304.01,3304.49,155,0.000593132,0.001031929,0.003719182,0.004857028,0.001298234,1,90.0,,,
140,4/30/2025 5:00,3304.72,3308.64,3301.27,3307.72,160,-0.000976503,-0.00038395,0.001466267,0.002781372,0.001856264,1,91.0,1.0,-1.0,1.0
141,4/30/2025 6:00,3307.68,3313.89,3307.45,3309.41,152,-0.000510665,-0.00148667,-0.000456275,0.002199788,-0.000767508,0,91.0,1.0,-1.0,1.0
142,4/30/2025 7:00,3309.27,3311.12,3304.8,3305.37,155,0.001222253,0.000710964,0.000326741,0.004211329,0.002683512,0,90.0,1.0,-1.0,1.0
143,4/30/2025 8:00,3305.24,3314.03,3303.06,3307.35,153,-0.000598667,0.000622855,-0.000864741,0.002851225,0.001433172,0,91.0,1.0,-1.0,1.0
144,4/30/2025 9:00,3306.95,3309.29,3280.26,3284.07,148,0.007088765,0.006485854,0.00720143,0.008678256,0.013394964,1,95.0,1.0,1.0,1.0
145,4/30/2025 10:00,3284.16,3286.43,3275.13,3275.13,154,0.002729663,0.009837777,0.01046676,0.01000571,0.011990364,2,96.0,1.0,1.0,1.0
146,4/30/2025 11:00,3274.95,3280.67,3271.98,3272.64,150,0.000760854,0.003492593,0.0100011,0.010331109,0.014227046,2,93.0,1.0,1.0,1.0
147,4/30/2025 12:00,3272.13,3281.35,3268.76,3271.6,146,0.000317887,0.001078983,0.010927375,0.010053185,0.014959041,2,87.0,1.0,1.0,1.0
148,4/30/2025 13:00,3272.64,3303.44,3267.93,3298.78,151,-0.00823941,-0.007924142,-0.004459224,0.002710093,0.005499003,1,93.0,1.0,1.0,1.0
149,4/30/2025 14:00,3298.07,3319.08,3296.35,3306.22,147,-0.002250304,-0.010471173,-0.009403488,0.000964848,0.003166758,1,,,,
150,4/30/2025 15:00,3309.64,3313.14,3293.1,3309.7,145,-0.001051455,-0.003299393,-0.011197389,-0.001308276,0.002897544,0,86.0,-1.0,-1.0,-1.0
151,4/30/2025 16:00,3310.42,3314.12,3299.34,3308.02,152,0.000507857,-0.000544132,-0.011009607,-0.000202538,0.00264811,0,,,,
152,4/30/2025 17:00,3307.78,3313.89,3306.5,3311.01,158,-0.000903048,-0.00039565,-0.003693737,-0.00813649,0.000471155,0,,,,
153,4/30/2025 18:00,3310.35,3313.23,3305.13,3305.13,156,0.001779053,0.000874398,0.00032979,-0.009076799,0.000838091,0,90.0,-1.0,1.0,1.0
154,4/30/2025 19:00,3305.39,3308.08,3300.66,3301.79,156,0.001011573,0.002792425,0.00239567,-0.008828545,0.001411356,0,91.0,-1.0,1.0,1.0
155,4/30/2025 20:00,3303.24,3304.89,3292.27,3294.65,153,0.00216715,0.003180915,0.004058094,-0.006996191,0.00298666,0,94.0,,,
156,4/30/2025 21:00,3295.63,3297.3,3283.27,3288.24,155,0.001949371,0.004120745,0.006924677,0.003205362,0.005924142,0,,,,
157,4/30/2025 22:00,3288.24,3288.24,3288.24,3288.24,1,0.0,0.001949371,0.005136486,0.005467971,0.006438095,0,,,,
158,4/30/2025 23:00,3287.76,3290.17,3270.0,3276.0,165,0.003736264,0.003736264,0.007872405,0.010286935,0.008965201,0,,,,
159,5/1/2025 0:00,3272.1,3283.87,3270.34,3272.54,165,0.001057283,0.004797497,0.00675622,0.010841731,0.010636998,0,,,,
160,5/1/2025 1:00,3272.3,3275.93,3242.37,3246.1,170,0.008145159,0.009211053,0.012981732,0.019996303,0.011697113,0,,,,
161,5/1/2025 2:00,3246.77,3250.6,3235.03,3237.25,154,0.002733802,0.010901228,0.015751023,0.020968415,0.01170129,1,87.0,-1.0,1.0,1.0
162,5/1/2025 3:00,3238.73,3249.51,3236.08,3241.77,148,-0.0013943,0.00133569,0.010559046,0.018514577,0.009522576,0,86.0,1.0,1.0,1.0
163,5/1/2025 4:00,3241.08,3241.77,3228.81,3228.81,156,0.004013863,0.002613966,0.013543689,0.020391414,0.013252561,1,91.0,1.0,1.0,1.0
164,5/1/2025 5:00,3230.01,3231.15,3218.92,3226.73,152,0.000644615,0.004661066,0.006002981,0.019062642,0.022329107,1,83.0,-1.0,1.0,1.0
165,5/1/2025 6:00,3226.7,3238.28,3223.29,3237.1,154,-0.003203485,-0.002560934,4.63e-05,0.015798091,0.021352445,0,89.0,,,
166,5/1/2025 7:00,3236.3,3242.39,3233.72,3234.8,154,0.000711018,-0.002494745,0.002154693,0.012736491,0.023154445,0,85.0,1.0,1.0,-1.0
167,5/1/2025 8:00,3236.2,3236.2,3225.96,3229.96,156,0.001498471,0.002210554,-0.000356042,0.013182826,0.024167482,0,87.0,1.0,-1.0,-1.0
168,5/1/2025 9:00,3230.96,3236.15,3230.45,3234.1,154,-0.001280109,0.000216444,-0.002278841,0.00371046,0.023780959,0,91.0,1.0,-1.0,-1.0
