,Unnamed: 0,date,open,high,low,close,volume,past_ret_1h,past_ret_2h,past_ret_4h,past_ret_8h,past_ret_16h,forward regime,probability,0.6 percent prediction,1 percent prediction,1.5 percent prediction,RSI_16
500,500,5/21/2025 7:00,3315.92,3320.13,3310.7,3319.33,157,-0.001006227,-0.0053083,-0.005666806,-0.006877894,-0.011179967,downward,85.0,1.0,1.0,1.0,70.38786946365684
501,501,5/21/2025 8:00,3318.66,3319.33,3307.93,3309.25,151,0.003046007,0.002036715,-0.000628541,-0.005747526,-0.009666843,range,89.0,1.0,1.0,1.0,66.63892645265142
502,502,5/21/2025 9:00,3309.36,3311.54,3303.7,3308.22,158,0.000311346,0.003358301,-0.001967826,-0.001508364,-0.008908114,range,84.0,1.0,1.0,1.0,65.40190237164579
503,503,5/21/2025 10:00,3308.02,3313.11,3307.06,3313.03,156,-0.001451843,-0.00114095,0.000893442,-0.004684533,-0.008330743,range,94.0,1.0,1.0,1.0,64.71215351702
504,504,5/21/2025 11:00,3313.15,3317.69,3308.52,3310.76,157,0.000685643,-0.000767195,0.00258853,-0.003092945,-0.006874554,range,,,,,62.17112299358863
505,505,5/21/2025 12:00,3312.14,3315.85,3305.3,3308.78,156,0.000598408,0.001284461,0.000142046,-0.000486584,-0.004472948,range,89.0,1.0,1.0,1.0,58.268156423539445
506,506,5/21/2025 13:00,3311.31,3311.99,3291.62,3301.98,154,0.00205937,0.002659011,0.001889775,-8.18e-05,-0.003734123,range,,,,,56.70327280536337
507,507,5/21/2025 14:00,3301.04,3308.91,3295.89,3303.92,157,-0.000587181,0.00147098,0.002757331,0.003653236,-0.004382673,range,89.0,1.0,1.0,1.0,57.726787619078294
508,508,5/21/2025 15:00,3302.34,3307.29,3296.24,3304.37,152,-0.000136183,-0.000723285,0.001933803,0.004527338,-0.002381695,range,,,,,54.51831438641365
509,509,5/21/2025 16:00,3304.61,3314.81,3304.54,3311.64,156,-0.002195287,-0.002331171,-0.00086362,-0.000721697,-0.006465075,range,,,,,62.152344192309535
510,510,5/21/2025 17:00,3311.87,3314.27,3302.49,3302.49,156,0.002770637,0.000569267,-0.000154429,0.001735054,0.000224073,upward,89.0,,,,49.56077872650393
511,511,5/21/2025 18:00,3303.31,3316.16,3302.49,3316.16,156,-0.004122238,-0.001363022,-0.003691016,-0.000943863,-0.005623975,range,,,,,60.11497993170401
512,512,5/21/2025 19:00,3315.34,3316.15,3311.96,3314.12,156,0.000615548,-0.003509227,-0.002941957,-0.001013844,-0.004103653,upward,84.0,1.0,1.0,-1.0,57.45450558987133
513,513,5/21/2025 20:00,3315.08,3324.48,3314.23,3317.89,155,-0.001136264,-0.000521416,-0.001883727,-0.002745721,-0.003230969,range,,,,,56.06746660527822
514,514,5/21/2025 21:00,3318.16,3319.28,3313.0,3315.11,157,0.000838585,-0.000298633,-0.003806812,-0.003960653,-0.004042098,range,,,,,57.82162035848106
515,515,5/21/2025 22:00,3315.11,3315.11,3313.71,3313.71,2,0.000422487,0.001261426,0.000739353,-0.002954393,0.000688051,upward,,,,,48.43363561311514
516,516,5/21/2025 23:00,3319.18,3320.51,3314.4,3318.26,164,-0.001371201,-0.000949293,-0.001247642,-0.004185929,0.000322458,upward,82.0,1.0,1.0,-1.0,49.27692931370688
517,517,5/22/2025 0:00,3317.63,3323.79,3317.55,3320.01,170,-0.000527107,-0.001897585,-0.000638552,-0.002521077,-0.003240954,upward,,,,,58.19372524987656
518,518,5/22/2025 1:00,3320.03,3325.62,3318.5,3323.32,162,-0.000995992,-0.001522574,-0.002470421,-0.006267829,-0.004543649,range,89.0,1.0,-1.0,-1.0,61.11274653962661
519,519,5/22/2025 2:00,3322.98,3342.49,3320.56,3337.39,154,-0.004215869,-0.005207662,-0.007095365,-0.006361258,-0.007299117,downward,,,,,65.77720207117542
520,520,5/22/2025 3:00,3337.86,3344.25,3336.2,3340.71,156,-0.000993801,-0.00520548,-0.006720128,-0.007959386,-0.00896516,downward,95.0,1.0,-1.0,-1.0,69.1373801902795
521,521,5/22/2025 4:00,3340.38,3344.98,3335.03,3335.71,159,0.001498931,0.000503641,-0.004706644,-0.005342191,-0.008073244,range,,,,,66.56822935761639
522,522,5/22/2025 5:00,3335.09,3338.93,3332.4,3338.58,159,-0.000859647,0.000637996,-0.004570806,-0.007029935,-0.010962745,downward,87.0,1.0,-1.0,-1.0,73.66175329560569
523,523,5/22/2025 6:00,3337.3,3339.15,3326.5,3332.01,161,0.001971783,0.001110441,0.001614641,-0.00549218,-0.008430347,downward,,,,,67.13431743189707
524,524,5/22/2025 7:00,3331.3,3334.71,3325.73,3326.32,153,0.001710599,0.003685755,0.004326102,-0.002423098,-0.006598884,downward,,,,,62.58456598899075
525,525,5/22/2025 8:00,3326.6,3330.13,3322.97,3327.55,155,-0.000369641,0.001340325,0.002452255,-0.002265931,-0.004781296,downward,,,,,59.80041887278968
526,526,5/22/2025 9:00,3327.62,3329.71,3310.22,3310.82,157,0.005053129,0.00468162,0.00838463,0.0037755,-0.002515993,downward,,,,,54.692957745493096
527,527,5/22/2025 10:00,3309.85,3313.16,3304.19,3304.46,155,0.001924672,0.006987526,0.008337217,0.00996532,0.003540669,range,,,,,42.81679764159504
528,528,5/22/2025 11:00,3305.88,3307.08,3288.61,3289.97,154,0.004404295,0.006337444,0.011048733,0.015422633,0.007340492,upward,,,,,37.13920545255694
529,529,5/22/2025 12:00,3284.23,3314.39,3284.12,3314.39,156,-0.007367872,-0.002996026,0.003970565,0.006432556,0.001056001,downward,,,,,48.472149466757855
530,530,5/22/2025 13:00,3312.1,3313.86,3301.17,3303.65,155,0.00325095,-0.004140874,0.002170327,0.010573154,0.00346889,range,,,,,45.32244897899985
531,531,5/22/2025 14:00,3305.25,3314.87,3287.55,3287.55,154,0.004897264,0.008164134,0.005143648,0.013523749,0.007957293,range,,,,,40.46647230273513
532,532,5/22/2025 15:00,3293.22,3304.22,3280.13,3297.51,151,-0.003020461,0.001862011,-0.002286574,0.008736895,0.006292627,range,,,,,42.724914100916045
533,533,5/22/2025 16:00,3296.68,3298.84,3282.49,3295.12,151,0.000725315,-0.002297337,0.005848042,0.009841827,0.007553594,range,,,,,41.31239092449483
534,534,5/22/2025 17:00,3295.48,3304.6,3290.49,3301.36,153,-0.00189013,-0.001166186,0.000693654,0.002865486,0.006651804,range,,,,,42.4887125457109
535,535,5/22/2025 18:00,3300.2,3301.55,3290.35,3297.67,157,0.001118972,-0.000773273,-0.003068833,0.00205903,0.012044868,range,,,,,35.37555228235213
536,536,5/22/2025 19:00,3296.64,3298.32,3292.14,3293.42,159,0.001290452,0.002410868,0.00124187,-0.001047543,0.014358934,range,,,,,32.706794411962846
537,537,5/22/2025 20:00,3294.04,3296.74,3289.32,3290.31,159,0.0009452,0.002236871,0.001461868,0.007318459,0.013798092,range,,,,,33.165232868191495
538,538,5/22/2025 21:00,3290.21,3295.08,3289.78,3294.2,159,-0.001180863,-0.00023678,0.002173517,0.002868678,0.013472163,range,,,,,33.66701015711864
539,539,5/22/2025 22:00,3294.2,3294.2,3294.2,3294.2,1,0.0,-0.001180863,0.001053367,-0.0020187,0.011477749,upward,,,,,35.377832778586026
540,540,5/22/2025 23:00,3295.34,3298.61,3293.6,3297.26,162,-0.000928043,-0.000928043,-0.001164603,7.58e-05,0.008813378,upward,,,,,38.52834359654485
541,541,5/23/2025 0:00,3297.56,3301.37,3296.3,3299.54,173,-0.000691005,-0.001618407,-0.00279736,-0.001339581,0.008489062,upward,,,,,39.03374833558488
542,542,5/23/2025 1:00,3299.31,3308.64,3289.12,3300.57,155,-0.000312067,-0.001002857,-0.00192997,0.000239353,0.003105524,upward,,,,,45.42451566759509
543,543,5/23/2025 2:00,3301.79,3305.53,3296.47,3304.82,154,-0.001286,-0.001597666,-0.003213488,-0.002163507,-0.000108932,range,,,,,50.16378525859639
544,544,5/23/2025 3:00,3304.1,3304.82,3291.05,3296.48,155,0.002529971,0.001240717,0.000236616,-0.000928263,-0.001974834,upward,,,,,53.13734939677097
545,545,5/23/2025 4:00,3297.33,3303.15,3295.7,3301.88,159,-0.001635432,0.000890402,-0.000708687,-0.003504064,0.003788751,upward,,,,,42.617726896398324
546,546,5/23/2025 5:00,3301.93,3315.75,3301.88,3313.5,165,-0.003506866,-0.005136563,-0.003902218,-0.005824657,-0.002972687,upward,,,,,55.75283261197039
547,547,5/23/2025 6:00,3313.66,3325.51,3312.61,3323.37,162,-0.002969877,-0.006466328,-0.005581684,-0.008777235,-0.010778216,upward,,,,,72.56235827518094
548,548,5/23/2025 7:00,3323.94,3331.43,3323.73,3330.62,157,-0.002176772,-0.005140184,-0.010250344,-0.010016153,-0.009941092,range,,,,,71.59253945331179
549,549,5/23/2025 8:00,3329.36,3333.75,3326.95,3329.24,160,0.000414509,-0.001763165,-0.008218092,-0.008920955,-0.010248585,upward,,,,,72.5482421343365
550,550,5/23/2025 9:00,3330.36,3330.36,3322.72,3326.24,154,0.000901919,0.001316802,-0.003830151,-0.007717423,-0.007479917,upward,,,,,67.17757525396975
551,551,5/23/2025 10:00,3326.15,3333.6,3325.58,3327.76,154,-0.000456764,0.000444744,-0.001319206,-0.006893526,-0.009042118,upward,,,,,71.41637010513483
552,552,5/23/2025 11:00,3328.36,3331.57,3323.51,3328.42,157,-0.000198292,-0.000654965,0.000660974,-0.009596145,-0.0105155,upward,,,,,76.25262526069571
553,553,5/23/2025 12:00,3328.52,3348.85,3324.1,3346.34,156,-0.005355104,-0.005552335,-0.005110061,-0.013286157,-0.016743666,range,,,,,84.3868908784211
554,554,5/23/2025 13:00,3348.14,3359.91,3346.19,3355.41,147,-0.002703097,-0.008043726,-0.008693423,-0.012490277,-0.018242182,range,,,,,85.32025389340416
555,555,5/23/2025 14:00,3358.33,3363.64,3335.11,3343.29,147,0.003625172,0.000912275,-0.004645125,-0.005958203,-0.014683141,upward,,,,,74.85066315561643
556,556,5/23/2025 15:00,3339.05,3359.4,3338.24,3359.13,153,-0.004715507,-0.00110743,-0.009142248,-0.008487317,-0.01841846,range,,,,,77.73195876177157
557,557,5/23/2025 16:00,3358.88,3361.76,3352.21,3361.11,155,-0.000589091,-0.00530182,-0.004394382,-0.009481987,-0.018318353,range,,,,,77.67191011124243
558,558,5/23/2025 17:00,3361.09,3364.18,3357.57,3358.32,158,0.000830773,0.000241192,-0.000866505,-0.009552395,-0.017196098,range,93.0,,,,75.55083620811533
559,559,5/23/2025 18:00,3359.41,3365.57,3355.31,3362.57,156,-0.001263914,-0.000434192,-0.00573371,-0.010352201,-0.017174364,range,,,,,75.55083620811533
560,560,5/23/2025 19:00,3362.94,3365.8,3361.02,3362.7,155,-3.87e-05,-0.001302525,-0.001061647,-0.010194189,-0.019692509,downward,88.0,1.0,1.0,1.0,81.59351144913596
561,561,5/23/2025 20:00,3359.6,3365.41,3357.7,3360.54,158,0.000642754,0.00060407,0.000169616,-0.004225511,-0.017455528,downward,84.0,1.0,-1.0,1.0,78.87948010903702
562,562,5/23/2025 21:00,3360.65,3361.46,3355.71,3355.71,154,0.001439338,0.002083017,0.000777779,-8.94e-05,-0.01257856,range,87.0,1.0,1.0,1.0,72.26970560181894
563,563,5/25/2025 22:00,3355.1,3357.26,3355.1,3357.26,2,-0.000461686,0.000976987,0.001581647,-0.004161131,-0.010094541,downward,,,,,69.60092538911115
564,564,5/25/2025 23:00,3352.89,3355.33,3341.35,3344.81,132,0.003722185,0.00325878,0.005348585,0.00428126,-0.004242393,range,,,,,57.741407527633555
565,565,5/26/2025 0:00,3344.0,3350.12,3341.72,3342.25,136,0.000765951,0.004490987,0.005472361,0.005642905,-0.003892587,range,86.0,1.0,-1.0,1.0,57.00743294095443
566,566,5/26/2025 1:00,3343.03,3345.95,3331.9,3341.21,168,0.000311264,0.001077454,0.004339745,0.005120899,-0.004480413,range,86.0,1.0,-1.0,1.0,58.23704192700379
567,567,5/26/2025 2:00,3343.98,3347.26,3335.75,3344.82,154,-0.001079281,-0.000768352,0.003719184,0.005306713,-0.005100424,range,86.0,1.0,-1.0,1.0,59.175989671959115
568,568,5/26/2025 3:00,3343.9,3355.99,3343.71,3348.3,154,-0.001039333,-0.002117492,-0.00104232,0.00430069,-0.005937341,range,85.0,1.0,-1.0,1.0,60.37794946652123
569,569,5/26/2025 4:00,3347.72,3349.69,3343.7,3347.54,161,0.000227032,-0.000812537,-0.001580265,0.003883449,-0.000358472,range,84.0,1.0,1.0,1.0,50.76316458812987
570,570,5/26/2025 5:00,3347.65,3350.54,3346.1,3349.73,157,-0.000653784,-0.0004269,-0.002543489,0.001785219,0.001695659,downward,91.0,,,,46.041260104911395
571,571,5/26/2025 6:00,3349.47,3351.29,3344.18,3347.7,158,0.000606386,-4.78e-05,-0.000860292,0.002855692,-0.001317322,downward,92.0,1.0,1.0,-1.0,53.5766423343758
572,572,5/26/2025 7:00,3345.86,3347.38,3337.24,3337.35,157,0.003101263,0.00370953,0.003281046,0.002235306,0.006526136,range,83.0,1.0,1.0,1.0,30.608974358102245
573,573,5/26/2025 8:00,3337.4,3338.37,3332.2,3336.78,157,0.000170823,0.003272616,0.003224666,0.001639305,0.007291461,range,94.0,,,,27.780821916996416
574,574,5/26/2025 9:00,3337.92,3339.23,3330.4,3334.38,153,0.000719774,0.00089072,0.004603554,0.002048357,0.007179746,range,92.0,1.0,1.0,-1.0,27.980132449507565
575,575,5/26/2025 10:00,3334.81,3335.38,3323.6,3328.43,157,0.00178763,0.00250869,0.005789516,0.004924244,0.010257088,range,93.0,1.0,1.0,-1.0,19.55048162627034
576,576,5/26/2025 11:00,3328.91,3333.06,3328.67,3331.3,155,-0.000861526,0.000924564,0.001816108,0.005103113,0.00942575,range,,,,,23.299319727257966
577,577,5/26/2025 12:00,3331.57,3334.07,3329.41,3332.81,159,-0.000453071,-0.001314206,0.001191187,0.004419694,0.008320306,range,,,,,26.156491830751037
578,578,5/26/2025 13:00,3332.54,3334.75,3326.54,3334.15,158,-0.000401902,-0.000854791,6.9e-05,0.004672855,0.006466416,range,83.0,1.0,1.0,-1.0,30.278082692125537
579,579,5/26/2025 14:00,3334.41,3338.32,3331.97,3338.13,153,-0.001192284,-0.001593707,-0.002905819,0.002866875,0.005730753,range,89.0,1.0,-1.0,-1.0,33.245752319965305
580,580,5/26/2025 15:00,3338.13,3340.78,3335.75,3336.39,156,0.000521522,-0.000671384,-0.001525601,0.000287736,0.002523686,range,88.0,1.0,-1.0,-1.0,40.922811555293855
581,581,5/26/2025 16:00,3337.16,3339.03,3336.4,3337.63,157,-0.000371521,0.000149807,-0.001444139,-0.000254672,0.001384216,range,84.0,1.0,-1.0,-1.0,44.87350199574377
582,582,5/26/2025 17:00,3337.83,3343.05,3336.5,3341.91,158,-0.001280705,-0.00165175,-0.002322025,-0.002253203,-0.000209461,range,90.0,1.0,-1.0,-1.0,50.7246376794789
583,583,5/26/2025 18:00,3341.97,3342.53,3339.1,3341.09,158,0.000245429,-0.00103559,-0.000885938,-0.003789183,0.001116402,range,86.0,1.0,-1.0,-1.0,45.901999558922405
584,584,5/26/2025 19:00,3340.83,3342.82,3339.9,3341.92,82,-0.00024836,-2.99e-06,-0.001654737,-0.003177814,0.001909082,range,82.0,1.0,-1.0,-1.0,42.557162854220884
585,585,5/26/2025 22:00,3341.92,3341.92,3341.92,3341.92,1,0.0,-0.00024836,-0.001283693,-0.002725978,0.001681668,range,87.0,,,,43.32541567531324
586,586,5/26/2025 23:00,3343.25,3348.48,3342.1,3347.32,168,-0.001613231,-0.001613231,-0.001616218,-0.003934491,0.000719979,downward,88.0,1.0,-1.0,1.0,47.34054292483477
587,587,5/27/2025 0:00,3347.01,3347.86,3344.39,3345.93,164,0.00041543,-0.001198471,-0.001446534,-0.00233119,0.000529001,downward,,,,,48.018804565103466
588,588,5/27/2025 1:00,3345.2,3349.61,3342.0,3344.62,166,0.000391674,0.000807267,-0.000807267,-0.002460668,-0.00217364,downward,,,,,60.20207689878389
589,589,5/27/2025 2:00,3345.25,3347.03,3332.0,3335.48,160,0.002740235,0.003132982,0.001930757,0.000644585,0.000389749,downward,,,,,48.52941176294898
590,590,5/27/2025 3:00,3334.37,3344.04,3334.37,3343.0,155,-0.002249477,0.000484595,0.001292252,-0.000326054,-0.002578522,downward,,,,,58.7388483354827
591,591,5/27/2025 4:00,3343.68,3347.11,3340.79,3340.79,156,0.00066152,-0.001589444,0.001538558,8.98e-05,-0.003699724,downward,,,,,63.55857832159516
592,592,5/27/2025 5:00,3340.77,3341.07,3330.75,3330.75,153,0.003014336,0.00367785,0.004164227,0.003353599,0.000165128,downward,,,,,49.47867298428104
593,593,5/27/2025 6:00,3330.56,3332.19,3317.23,3323.12,158,0.002296035,0.005317292,0.003719396,0.005657334,0.002915934,downward,,,,,41.77000169752282
594,594,5/27/2025 7:00,3324.46,3328.11,3305.31,3308.54,152,0.004406778,0.006712931,0.01041547,0.011721182,0.007740574,downward,,,,,32.24240743237287
595,595,5/27/2025 8:00,3308.52,3312.28,3293.66,3296.84,155,0.003548853,0.007971269,0.013330947,0.014890016,0.012524114,range,95.0,1.0,1.0,1.0,24.138794938762103
596,596,5/27/2025 9:00,3300.83,3310.11,3296.7,3298.53,153,-0.000512349,0.003034685,0.009767988,0.013972891,0.01147784,range,98.0,1.0,1.0,1.0,26.272248683353908
597,597,5/27/2025 10:00,3299.3,3308.55,3294.96,3296.14,138,0.000725091,0.00021237,0.008185332,0.011935173,0.012587451,range,95.0,1.0,1.0,1.0,24.36673668554303
598,598,5/27/2025 11:00,3295.93,3298.63,3291.27,3293.6,153,0.000771193,0.001496842,0.00453607,0.014998786,0.014667841,range,94.0,1.0,-1.0,1.0,19.497411288910328
599,599,5/27/2025 12:00,3293.65,3297.72,3287.99,3288.04,152,0.001690977,0.002463474,0.002676366,0.016042992,0.016134232,range,90.0,1.0,-1.0,1.0,18.396282616115414
600,600,5/27/2025 13:00,3288.3,3297.31,3288.22,3293.09,157,-0.001533514,0.00015487,0.001651944,0.011436068,0.014828019,range,92.0,1.0,-1.0,1.0,22.30289279596522
601,601,5/27/2025 14:00,3294.87,3303.88,3292.18,3294.8,152,-0.000519,-0.002051718,0.000406701,0.008595362,0.014301323,range,92.0,1.0,-1.0,1.0,23.78143779169787
602,602,5/27/2025 15:00,3293.31,3302.47,3286.38,3299.85,155,-0.001530373,-0.002048578,-0.001894025,0.002633453,0.014385502,range,85.0,-1.0,-1.0,-1.0,23.483409674476817
603,603,5/27/2025 16:00,3299.47,3302.65,3289.9,3293.38,159,0.001964547,0.000431168,-0.001621435,0.001050592,0.015956252,upward,94.0,,,,22.22222222184638
604,604,5/27/2025 17:00,3293.51,3298.41,3293.19,3297.54,155,-0.001261546,0.000700522,-0.001349491,0.000300224,0.01427731,range,85.0,-1.0,-1.0,-1.0,25.841543513532912
605,605,5/27/2025 18:00,3297.58,3304.19,3295.7,3301.51,162,-0.00120248,-0.00246251,-0.002032403,-0.001626528,0.010289231,range,93.0,,,,31.592066760046194
606,606,5/27/2025 19:00,3301.29,3303.64,3299.14,3303.2,155,-0.000511625,-0.00171349,-0.001014168,-0.002906273,0.012048922,range,83.0,-1.0,-1.0,-1.0,26.97825080931071
607,607,5/27/2025 20:00,3303.36,3307.46,3303.2,3304.18,158,-0.000296594,-0.000808067,-0.003268587,-0.004884722,0.011079905,range,89.0,-1.0,-1.0,-1.0,28.51777960279729
608,608,5/27/2025 21:00,3304.45,3304.76,3298.3,3300.39,163,0.001148349,0.000851415,-0.000863534,-0.00221186,0.009198913,range,,,,,30.775075987218145
609,609,5/27/2025 22:00,3300.39,3300.39,3299.94,3299.94,2,0.000136366,0.001284872,0.000475766,-0.001557604,0.00702437,range,93.0,-1.0,-1.0,-1.0,33.85344106918126
610,610,5/27/2025 23:00,3301.52,3305.28,3300.39,3302.71,166,-0.000838705,-0.000702453,0.000148363,-0.000865956,0.001765217,range,93.0,-1.0,-1.0,-1.0,45.13923628360476
611,611,5/28/2025 0:00,3301.8,3310.59,3301.8,3308.64,172,-0.001792277,-0.002629479,-0.001347986,-0.004612167,-0.00356642,range,89.0,-1.0,-1.0,-1.0,60.88560885429108
612,612,5/28/2025 1:00,3308.9,3315.58,3307.1,3308.23,169,0.000123933,-0.001668566,-0.002369847,-0.003231335,-0.002932082,range,92.0,-1.0,-1.0,-1.0,59.16477702013105
