,Unnamed: 0,date,open,high,low,close,volume,past_ret_1h,past_ret_2h,past_ret_4h,past_ret_8h,past_ret_16h,forward regime,probability,0.6 percent prediction,1 percent prediction,1.5 percent prediction,RSI_16
38,38,4/23/2025 17:00,3280.82,3304.11,3279.34,3296.6,154,-0.004674513,-0.002666384,0.004747315,0.007456167,0.021494874,range,,,,,34.239323843172556
39,39,4/23/2025 18:00,3295.72,3300.23,3278.25,3281.24,153,0.004681157,-1.52e-05,-0.001462862,0.010998891,0.0296199,upward,91.0,-1.0,-1.0,-1.0,28.797067934700053
40,40,4/23/2025 19:00,3280.93,3286.27,3277.9,3282.46,150,-0.000371672,0.004307745,0.001629875,0.014416017,0.021956094,upward,,,,,32.55048181660892
41,41,4/23/2025 20:00,3282.69,3296.56,3282.46,3293.18,148,-0.003255212,-0.003625675,-0.003640858,0.009890137,0.013825542,upward,,,,,38.697184846522354
42,42,4/23/2025 21:00,3293.15,3295.18,3284.4,3287.84,155,0.001624167,-0.001636333,0.002664363,0.007424327,0.01763772,upward,,,,,35.475629915059045
43,43,4/23/2025 22:00,3287.84,3287.84,3287.84,3287.84,1,0.0,0.001624167,-0.002007397,-0.003467322,0.0094226,upward,,,,,41.026532267027875
44,44,4/23/2025 23:00,3294.23,3315.53,3288.07,3308.76,159,-0.00632261,-0.00632261,-0.007948597,-0.006331677,-0.002185109,upward,,,,,52.05106382931473
45,45,4/24/2025 0:00,3308.52,3316.38,3308.0,3315.57,170,-0.002053945,-0.008363569,-0.006752987,-0.010369258,0.001094834,upward,85.0,-1.0,-1.0,-1.0,48.902593868563834
46,46,4/24/2025 1:00,3313.55,3337.99,3313.31,3331.72,151,-0.004847346,-0.006891335,-0.013170374,-0.010541102,-0.003163531,range,,,,,52.934952104674224
47,47,4/24/2025 2:00,3336.32,3365.42,3332.8,3357.17,148,-0.00758079,-0.012391389,-0.020651322,-0.022617264,-0.011867138,downward,,,,,59.9025651218143
48,48,4/24/2025 3:00,3358.92,3362.51,3336.25,3342.01,153,0.004536192,-0.003078985,-0.009949102,-0.017818618,-0.003659474,downward,,,,,52.999460440060844
49,49,4/24/2025 4:00,3341.71,3342.81,3321.46,3327.15,160,0.004466285,0.009022737,-0.003480456,-0.010209939,-0.000420781,range,,,,,50.326036329387435
50,50,4/24/2025 5:00,3328.2,3330.55,3325.7,3325.75,158,0.000420958,0.004889123,0.001795084,-0.011398933,-0.004059235,range,82.0,1.0,1.0,-1.0,53.33168805486017
51,51,4/24/2025 6:00,3325.3,3334.49,3321.96,3323.52,158,0.000670975,0.001092215,0.010124807,-0.010735606,-0.014165704,range,91.0,1.0,-1.0,-1.0,63.92734587562253
52,52,4/24/2025 7:00,3320.56,3327.55,3315.13,3323.05,149,0.000141436,0.000812507,0.005705602,-0.004300266,-0.010604716,range,86.0,1.0,-1.0,-1.0,61.14343536492657
53,53,4/24/2025 8:00,3325.34,3338.51,3323.96,3333.27,151,-0.003066058,-0.002925056,-0.001836035,-0.005310101,-0.015624297,range,86.0,1.0,1.0,-1.0,66.10190452568787
54,54,4/24/2025 9:00,3333.12,3340.48,3327.74,3335.47,154,-0.000659577,-0.003723613,-0.002914132,-0.001124279,-0.01165353,range,93.0,-1.0,1.0,1.0,63.08666083024083
55,55,4/24/2025 10:00,3336.34,3341.06,3325.93,3335.6,151,-3.9e-05,-0.000698525,-0.003621537,0.006466603,-0.016296918,range,97.0,1.0,1.0,1.0,70.39315726206027
56,56,4/24/2025 11:00,3336.14,3336.14,3326.6,3329.31,151,0.00188928,0.001850233,-0.001880269,0.003814604,-0.014071985,range,89.0,-1.0,-1.0,1.0,66.93169497573489
57,57,4/24/2025 12:00,3329.71,3342.79,3326.74,3336.16,154,-0.002053259,-0.000167858,-0.000866265,-0.00270071,-0.012883075,range,95.0,1.0,-1.0,1.0,65.98007138529482
58,58,4/24/2025 13:00,3338.02,3343.42,3335.84,3336.2,155,-1.2e-05,-0.002065224,-0.000218812,-0.003132306,-0.014495534,range,96.0,1.0,-1.0,1.0,68.71806781150369
59,59,4/24/2025 14:00,3334.35,3336.2,3313.43,3315.02,155,0.006389102,0.006377035,0.006208107,0.002564087,-0.008199046,upward,98.0,1.0,-1.0,1.0,59.03830806002619
60,60,4/24/2025 15:00,3313.74,3329.01,3307.35,3327.31,150,-0.003693674,0.002671828,0.000601086,-0.001280314,-0.005575074,upward,99.0,1.0,1.0,1.0,56.54413321039668
61,61,4/24/2025 16:00,3326.41,3330.22,3319.68,3329.07,151,-0.000528676,-0.004220398,0.002129724,0.001261614,-0.004055187,upward,99.0,1.0,1.0,1.0,54.938542580568495
62,62,4/24/2025 17:00,3329.58,3335.05,3322.57,3331.11,152,-0.000612408,-0.001140761,0.001528019,0.001308873,0.000183122,upward,,,,,49.75116260031341
63,63,4/24/2025 18:00,3330.11,3337.94,3328.7,3336.34,156,-0.001567586,-0.002179035,-0.006390236,-0.0002218,0.006243368,range,100.0,1.0,1.0,1.0,39.82413287675896
64,64,4/24/2025 19:00,3335.93,3339.32,3333.75,3334.89,159,0.000434797,-0.001133471,-0.002272939,-0.001673219,0.002135003,upward,100.0,1.0,1.0,1.0,45.983754511805145
65,65,4/24/2025 20:00,3334.63,3346.44,3332.4,3342.41,157,-0.002249874,-0.001816055,-0.003991132,-0.001869908,-0.004565568,range,100.0,1.0,1.0,1.0,59.38499384876968
66,66,4/24/2025 21:00,3340.3,3349.66,3338.2,3348.46,158,-0.001806801,-0.004052609,-0.005181486,-0.003661385,-0.006782222,range,,,,,63.211169283291056
67,67,4/24/2025 22:00,3348.46,3348.6,3348.46,3348.6,2,-4.18e-05,-0.001848534,-0.003661232,-0.010028071,-0.007489697,downward,99.0,1.0,1.0,1.0,64.95349391719623
68,68,4/24/2025 23:00,3350.54,3369.54,3313.7,3366.81,134,-0.005408681,-0.005450263,-0.009480784,-0.011732174,-0.012997466,downward,91.0,1.0,1.0,1.0,71.5354330697395
69,69,4/25/2025 0:00,3363.45,3366.44,3347.15,3348.64,170,0.005426083,-1.19e-05,-0.001860457,-0.005844164,-0.004589923,downward,,,,,57.01506161486781
70,70,4/25/2025 1:00,3347.79,3360.74,3347.79,3356.46,158,-0.002329836,0.003083606,-0.002383464,-0.0075526,-0.006253612,downward,,,,,59.11261613185228
71,71,4/25/2025 2:00,3357.64,3361.92,3342.3,3344.32,158,0.003630035,0.001291742,0.001279782,-0.002386135,-0.002607406,downward,,,,,53.42821198234413
72,72,4/25/2025 3:00,3345.02,3352.66,3343.78,3347.34,155,-0.000902209,0.002724551,0.005816559,-0.003719371,-0.005386366,downward,,,,,57.27544185221828
73,73,4/25/2025 4:00,3348.86,3352.83,3324.07,3324.07,158,0.007000454,0.006091929,0.007391541,0.005517333,0.003637108,downward,,,,,45.69229672861761
74,74,4/25/2025 5:00,3322.65,3327.27,3316.31,3324.41,157,-0.000102274,0.006897465,0.009640808,0.007234366,0.003546494,downward,,,,,45.8081490430684
